"","Paper_id","Group_RV","main_group","group_metric","Group_finelevel","summary_statement2"
"43",4,"Soil","Physical","Compaction","mono","4 A split-plot randomized complete block design study with 2 replications was conducted at 4 sites from 2011-2013 in Cerro Gordo, IL, Malta, IL, Pana, IL investigating the effects of field area and cover crops in a maize/soybean system (Welch et al., 2016).  4 Plots received one of the following cover crop treatments: winter fallow (control), forage radish @ 12.3 kg/ha, forage radish + buckwheat @ 12.3 and 67.2 kg/ha, forage radish + hairy vetch + cereal rye @ 12.3, 16.8, and 56 kg/ha. 4Cover crops were broadcasted. 4 Plots were 36 sq m. ""Cover crop treatment of forage radish, hairy vetch, cereal rye seemed to increase the penetration resistance slightly within the non-headlands areas in comparison with the other treatments likely related to the cover crops still growing and extracting water from the profile at the time of measurement."""
"44",4,"Soil","Physical","Soil Aggregates","mix_2","4 A split-plot randomized complete block design study with 2 replications was conducted at 4 sites from 2011-2013 in Cerro Gordo, IL, Malta, IL, Pana, IL investigating the effects of field area and cover crops in a maize/soybean system (Welch et al., 2016).  4 Plots received one of the following cover crop treatments: winter fallow (control), forage radish @ 12.3 kg/ha, forage radish + buckwheat @ 12.3 and 67.2 kg/ha, forage radish + hairy vetch + cereal rye @ 12.3, 16.8, and 56 kg/ha. 4Cover crops were broadcasted. 4 Plots were 36 sq m. Cover crops did not influence water aggregate stability in either headlands or non-headlands (p = 0.5356)."
"45",4,"Soil","Physical","Soil Aggregates","mix_3","4 A split-plot randomized complete block design study with 2 replications was conducted at 4 sites from 2011-2013 in Cerro Gordo, IL, Malta, IL, Pana, IL investigating the effects of field area and cover crops in a maize/soybean system (Welch et al., 2016).  4 Plots received one of the following cover crop treatments: winter fallow (control), forage radish @ 12.3 kg/ha, forage radish + buckwheat @ 12.3 and 67.2 kg/ha, forage radish + hairy vetch + cereal rye @ 12.3, 16.8, and 56 kg/ha. 4Cover crops were broadcasted. 4 Plots were 36 sq m. Cover crops did not influence water aggregate stability in either headlands or non-headlands (p = 0.5356)."
"46",4,"Soil","Physical","Soil Aggregates","mono","4 A split-plot randomized complete block design study with 2 replications was conducted at 4 sites from 2011-2013 in Cerro Gordo, IL, Malta, IL, Pana, IL investigating the effects of field area and cover crops in a maize/soybean system (Welch et al., 2016).  4 Plots received one of the following cover crop treatments: winter fallow (control), forage radish @ 12.3 kg/ha, forage radish + buckwheat @ 12.3 and 67.2 kg/ha, forage radish + hairy vetch + cereal rye @ 12.3, 16.8, and 56 kg/ha. 4Cover crops were broadcasted. 4 Plots were 36 sq m. Cover crops did not influence water aggregate stability in either headlands or non-headlands (p = 0.5356)."
"47",4,"Soil","Physical","Soil Bulk Density","mix_2","4 A split-plot randomized complete block design study with 2 replications was conducted at 4 sites from 2011-2013 in Cerro Gordo, IL, Malta, IL, Pana, IL investigating the effects of field area and cover crops in a maize/soybean system (Welch et al., 2016).  4 Plots received one of the following cover crop treatments: winter fallow (control), forage radish @ 12.3 kg/ha, forage radish + buckwheat @ 12.3 and 67.2 kg/ha, forage radish + hairy vetch + cereal rye @ 12.3, 16.8, and 56 kg/ha. 4Cover crops were broadcasted. 4 Plots were 36 sq m. Over the course of this two year study, soil bulk density was consistantly unaffected by the addition of a cover crop (monoculture or mixture)."
"48",4,"Soil","Physical","Soil Bulk Density","mix_3","4 A split-plot randomized complete block design study with 2 replications was conducted at 4 sites from 2011-2013 in Cerro Gordo, IL, Malta, IL, Pana, IL investigating the effects of field area and cover crops in a maize/soybean system (Welch et al., 2016).  4 Plots received one of the following cover crop treatments: winter fallow (control), forage radish @ 12.3 kg/ha, forage radish + buckwheat @ 12.3 and 67.2 kg/ha, forage radish + hairy vetch + cereal rye @ 12.3, 16.8, and 56 kg/ha. 4Cover crops were broadcasted. 4 Plots were 36 sq m. Over the course of this two year study, soil bulk density was consistantly unaffected by the addition of a cover crop (monoculture or mixture)."
"49",4,"Soil","Physical","Soil Bulk Density","mono","4 A split-plot randomized complete block design study with 2 replications was conducted at 4 sites from 2011-2013 in Cerro Gordo, IL, Malta, IL, Pana, IL investigating the effects of field area and cover crops in a maize/soybean system (Welch et al., 2016).  4 Plots received one of the following cover crop treatments: winter fallow (control), forage radish @ 12.3 kg/ha, forage radish + buckwheat @ 12.3 and 67.2 kg/ha, forage radish + hairy vetch + cereal rye @ 12.3, 16.8, and 56 kg/ha. 4Cover crops were broadcasted. 4 Plots were 36 sq m. Over the course of this two year study, soil bulk density was consistantly unaffected by the addition of a cover crop (monoculture or mixture)."
"50",5,"Pest Regulation","Weeds","Pigweed","mono","5 A split-split-plot randomized experimental design study with 4 replications was conducted at 13 sites from 2013-2014 and 2014-2015 in AR, IN, IL, MO, OH, TN investigating the effects of cover crops, crop herbicide resistance, and herbicides in a soybean system (Loux et al., 2017).  5 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 67-134 kg/ha, ""other"" - spring oat, Italian ryegrass, forage radish @ 67-101, 22, and 6.7-11 kg/ha. 5 Cover crops were no-till drilled in the fall. 5 Plots were an undescribed size. Cereal rye improved control of Palmer amaranth compared to winter fallow and the 'other' cover crops studied following the harvest of the cash crop both 42 days after planting and the harvesting of the cash crops. Control of Palmer amaranth decreased when 'other' cover crops  were grown compared to winter fallow throughout the growing season, but this effect was only significant 42 days after planting the cash crop. 5 A split-split-plot randomized experimental design study with 4 replications was conducted at 13 sites from 2013-2014 and 2014-2015 in AR, IN, IL, MO, OH, TN investigating the effects of cover crops, crop herbicide resistance, and herbicides in a soybean system (Loux et al., 2017).  5 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 67-134 kg/ha, ""other"" - spring oat, Italian ryegrass, forage radish @ 67-101, 22, and 6.7-11 kg/ha. 5 Cover crops were no-till drilled in the fall. 5 Plots were an undescribed size. Cereal rye reduced the density of Palmer amaranth by more than half compared to winter fallow and the 'other' cover crops studied 42 days after planting and following the harvest of the cash crop. While  statistically insignificant, the density of Palmer amaranth increased with 'other' cover crops compared to winter fallow late in the growing season (harvest of cash crop)."
"51",5,"Pest Regulation","Weeds","Waterhemp","mono","5 A split-split-plot randomized experimental design study with 4 replications was conducted at 13 sites from 2013-2014 and 2014-2015 in AR, IN, IL, MO, OH, TN investigating the effects of cover crops, crop herbicide resistance, and herbicides in a soybean system (Loux et al., 2017).  5 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 67-134 kg/ha, ""other"" - spring oat, Italian ryegrass, forage radish @ 67-101, 22, and 6.7-11 kg/ha. 5 Cover crops were no-till drilled in the fall. 5 Plots were an undescribed size. Cereal rye consistently improved the percent control of waterhemp in this study 21 days after planting  and after the harvest of cash crops compared to winter fallow and the 'other' cover crops studied. There was no benefit in control of waterhemp with the inclusion of the 'other' cover crops examined in this study."
"52",6,"Crop Production","Yields","Grain (Maize)","mono","6 A split-split-plot randomized experimental design study with 4 replications was conducted at 1 site from 1989-1991 in Columbia, MO investigating the effects of cover crops, cover crop termination, and herbicides in a maize system (Johnson et al., 1993).  6 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 157 kg/ha, hairy vetch @ 22 kg/ha. 6 Cover crops were hand seeded in September. 6 Plots were 9 sq m. Winter rye reduced cash crops yields by nearly half the first year and by more than half in the second year of the study. 6 A split-split-plot randomized experimental design study with 4 replications was conducted at 1 site from 1989-1991 in Columbia, MO investigating the effects of cover crops, cover crop termination, and herbicides in a maize system (Johnson et al., 1993).  6 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 157 kg/ha, hairy vetch @ 22 kg/ha. 6 Cover crops were hand seeded in September. 6 Plots were 9 sq m. Cash crop yields were unaffected when hairy vetch was grown as a winter cover crop in both years of this study."
"53",6,"Pest Regulation","Weeds","Cocklebur","mono","6 A split-split-plot randomized experimental design study with 4 replications was conducted at 1 site from 1989-1991 in Columbia, MO investigating the effects of cover crops, cover crop termination, and herbicides in a maize system (Johnson et al., 1993).  6 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 157 kg/ha, hairy vetch @ 22 kg/ha. 6 Cover crops were hand seeded in September. 6 Plots were 9 sq m. When tillage was used to terminate cover crops in the spring, control of cocklebur was reduced with hairy vetch compared to winter rye and winter fallow. However,  when  cover crops were terminated with mowing, both hairy vetch and winter rye increased control over cocklebur compared to winter fallow."
"54",6,"Pest Regulation","Weeds","Giant Foxtail","mono","6 A split-split-plot randomized experimental design study with 4 replications was conducted at 1 site from 1989-1991 in Columbia, MO investigating the effects of cover crops, cover crop termination, and herbicides in a maize system (Johnson et al., 1993).  6 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye @ 157 kg/ha, hairy vetch @ 22 kg/ha. 6 Cover crops were hand seeded in September. 6 Plots were 9 sq m. When tillage was used to terminate cover crops in the spring, control of giant foxtail was with hairy vetch or winter rye was similar to when fields were fallow throughout the winter. However,  when  cover crops were terminated with mowing, both hairy vetch and winter rye increased control over giant foxtail compared to winter fallow."
"55",7,"Soil","Environmental","Nitrous Oxide Emissions","mix_2","7 A randomized complete block design study with 4 replications was conducted at 1 site from 2005-2007 in Ames, IA investigating the effects of cover crops + manure in a maize system (Jarecki et al., 2009).  7 Plots received one of the following cover crop treatments: winter fallow (control), cereal rye + oat @ 70/30 mix. 7Cover crops were broadcasted. 7 Plots were 14.44 sq m. ""The presence of a cover crop did not significantly effect total nitous oxide emissions in the treatments receiving 202 kg manure N/ha. While there was a trend of lower mean nitrous oxide emission in the cover crop no manure treatment as compared to the no cover crop no manure treatment, this difference was not significant."""
