"Res_key","Paper_id","Duration","Loc_multi_results","Response_var","RV_trtspecifics","RV_depth","RV_year","Response_var_units","Stat_test","Stat_type","Trt1","Trt1_int","Trt1_int2","Trt1_value","Trt2","Trt2_int","Trt2_int2","Trt2_value","significance","finelevel_group","Trt1_name","Trt1_details","Trt2_name","Trt2_details","group_level1","group_level2","group_level3","nutrient_groups","Review"
84,121,"2012-2","3","agronomic efficiency","","","2","bu/lb N","","mean","0",NA,NA,0.74,"1",NA,"",0.55,"0.002","uniform_variable","spring with variable rate","spring applied fertilizer with variable rate at V10","variable rate split application strategy","variable rate split application strategy","Crop Yields","Crop Nutrient Content","Crop nitrogen use efficiency","Fertilizer Placement","Nutrient Management"
85,121,"2012-2","3","agronomic efficiency","","","2","bu/lb N","","mean","0",NA,NA,0.74,"2",NA,"",0.54,"0.002","uniform_variable","spring with variable rate","spring applied fertilizer with variable rate at V10","variable rate rescue application strategy","variable rate rescue application strategy","Crop Yields","Crop Nutrient Content","Crop nitrogen use efficiency","Fertilizer Placement","Nutrient Management"
86,121,"2012-2","3","agronomic efficiency","","","2","bu/lb N","","mean","1",NA,NA,0.55,"2",NA,"",0.54,"ns","variable_variable","variable rate split application strategy","variable rate split application strategy","variable rate rescue application strategy","variable rate rescue application strategy","Crop Yields","Crop Nutrient Content","Crop nitrogen use efficiency",NA,"Nutrient Management"
87,121,"2012-2","4","agronomic efficiency","","","2","bu/lb N","","mean","0",NA,NA,0.37,"1",NA,"",0.34,"ns","uniform_variable","spring with variable rate","spring applied fertilizer with variable rate at V10","variable rate split application strategy","variable rate split application strategy","Crop Yields","Crop Nutrient Content","Crop nitrogen use efficiency","Fertilizer Placement","Nutrient Management"
88,121,"2012-2","4","agronomic efficiency","","","2","bu/lb N","","mean","0",NA,NA,0.37,"2",NA,"",0.2,"ns","uniform_variable","spring with variable rate","spring applied fertilizer with variable rate at V10","variable rate rescue application strategy","variable rate rescue application strategy","Crop Yields","Crop Nutrient Content","Crop nitrogen use efficiency","Fertilizer Placement","Nutrient Management"
89,121,"2012-2","4","agronomic efficiency","","","2","bu/lb N","","mean","1",NA,NA,0.34,"2",NA,"",0.2,"ns","variable_variable","variable rate split application strategy","variable rate split application strategy","variable rate rescue application strategy","variable rate rescue application strategy","Crop Yields","Crop Nutrient Content","Crop nitrogen use efficiency",NA,"Nutrient Management"
90,121,"2012-2","5","agronomic efficiency","","","2","bu/lb N","","mean","0",NA,NA,0.14,"1",NA,"",0.2,"ns","uniform_variable","spring with variable rate","spring applied fertilizer with variable rate at V10","variable rate split application strategy","variable rate split application strategy","Crop Yields","Crop Nutrient Content","Crop nitrogen use efficiency","Fertilizer Placement","Nutrient Management"
91,121,"2012-2","5","agronomic efficiency","","","2","bu/lb N","","mean","0",NA,NA,0.14,"2",NA,"",0.15,"ns","uniform_variable","spring with variable rate","spring applied fertilizer with variable rate at V10","variable rate rescue application strategy","variable rate rescue application strategy","Crop Yields","Crop Nutrient Content","Crop nitrogen use efficiency","Fertilizer Placement","Nutrient Management"
92,121,"2012-2","5","agronomic efficiency","","","2","bu/lb N","","mean","0",NA,NA,0.2,"2",NA,"",0.15,"ns","variable_variable","variable rate split application strategy","variable rate split application strategy","variable rate rescue application strategy","variable rate rescue application strategy","Crop Yields","Crop Nutrient Content","Crop nitrogen use efficiency",NA,"Nutrient Management"
93,122,"2014-2","0","maize grain yield","","","1;2","Mg dry matter/ha","contrasts","mean","0",NA,NA,9.79,"1",NA,"",10.36,"ns","unfertilized_plant","nonfertilized","nonfertilized","single U application at 100% of the recommended N rate","single U application at 100% of the recommended N rate","Crop Yields","Grain Yields","Corn",NA,"Nutrient Management"
94,122,"2014-2","0","maize grain yield","","","1;2","Mg dry matter/ha","contrasts","mean","0",NA,NA,9.79,"2",NA,"",9.94,"ns","unfertilized_split","nonfertilized","nonfertilized","U-Sp100, split U application at 100% of the RN","U-Sp100, split U application at 100% of the RN","Crop Yields","Grain Yields","Corn",NA,"Nutrient Management"
95,122,"2014-2","0","maize grain yield","","","1;2","Mg dry matter/ha","contrasts","mean","0",NA,NA,9.79,"3",NA,"",9.95,"ns","unfertilized_split","nonfertilized","nonfertilized","split U application at 85% of the RN","split U application at 85% of the RN","Crop Yields","Grain Yields","Corn",NA,"Nutrient Management"
96,122,"2014-2","0","maize grain yield","","","1;2","Mg dry matter/ha","contrasts","mean","0",NA,NA,9.79,"4",NA,"",9.97,"ns","unfertilized_split","nonfertilized","nonfertilized","split application of UI at 100% of the RN","split application of UI at 100% of the RN","Crop Yields","Grain Yields","Corn",NA,"Nutrient Management"
97,122,"2014-2","0","maize aboveground N uptake","","","1;2","kg N/ha","contrasts","mean","0",NA,NA,205,"1",NA,"",210,"ns","unfertilized_plant","nonfertilized","nonfertilized","single U application at 100% of the recommended N rate","single U application at 100% of the recommended N rate","Crop Yields","Crop Nutrient Content","Corn nitrogen content of aboveground biomass",NA,"Nutrient Management"
98,122,"2014-2","0","maize aboveground N uptake","","","1;2","kg N/ha","contrasts","mean","0",NA,NA,205,"2",NA,"",215,"ns","unfertilized_split","nonfertilized","nonfertilized","U-Sp100, split U application at 100% of the RN","U-Sp100, split U application at 100% of the RN","Crop Yields","Crop Nutrient Content","Corn nitrogen content of aboveground biomass",NA,"Nutrient Management"
99,122,"2014-2","0","maize aboveground N uptake","","","1;2","kg N/ha","contrasts","mean","0",NA,NA,205,"3",NA,"",229,"0.001","unfertilized_split","nonfertilized","nonfertilized","split U application at 85% of the RN","split U application at 85% of the RN","Crop Yields","Crop Nutrient Content","Corn nitrogen content of aboveground biomass",NA,"Nutrient Management"
100,122,"2014-2","0","maize aboveground N uptake","","","1;2","kg N/ha","contrasts","mean","0",NA,NA,205,"4",NA,"",207,"ns","unfertilized_split","nonfertilized","nonfertilized","split application of UI at 100% of the RN","split application of UI at 100% of the RN","Crop Yields","Crop Nutrient Content","Corn nitrogen content of aboveground biomass",NA,"Nutrient Management"
101,122,"2014-2","0","area-scaled nitrous oxide","","","1;2","kg N/ha","contrasts","mean","0",NA,NA,0.867,"1",NA,"",0.876,"ns","unfertilized_plant","nonfertilized","nonfertilized","single U application at 100% of the recommended N rate","single U application at 100% of the recommended N rate","Climate Mitigation","Nitrogen Emissions","Nitrous oxide (N20)",NA,"Nutrient Management"
102,122,"2014-2","0","area-scaled nitrous oxide","","","1;2","kg N/ha","contrasts","mean","0",NA,NA,0.867,"2",NA,"",0.911,"ns","unfertilized_split","nonfertilized","nonfertilized","U-Sp100, split U application at 100% of the RN","U-Sp100, split U application at 100% of the RN","Climate Mitigation","Nitrogen Emissions","Nitrous oxide (N20)",NA,"Nutrient Management"
103,122,"2014-2","0","area-scaled nitrous oxide","","","1;2","kg N/ha","contrasts","mean","0",NA,NA,0.867,"3",NA,"",0.823,"ns","unfertilized_split","nonfertilized","nonfertilized","split U application at 85% of the RN","split U application at 85% of the RN","Climate Mitigation","Nitrogen Emissions","Nitrous oxide (N20)",NA,"Nutrient Management"
104,122,"2014-2","0","area-scaled nitrous oxide","","","1;2","kg N/ha","contrasts","mean","0",NA,NA,0.867,"4",NA,"",0.659,"0.001","unfertilized_split","nonfertilized","nonfertilized","split application of UI at 100% of the RN","split application of UI at 100% of the RN","Climate Mitigation","Nitrogen Emissions","Nitrous oxide (N20)",NA,"Nutrient Management"
105,122,"2014-2","0","yield-scaled nitrous oxide","","","1;2","kg N/ha","contrasts","mean","0",NA,NA,92.6,"1",NA,"",87.1,"ns","unfertilized_plant","nonfertilized","nonfertilized","single U application at 100% of the recommended N rate","single U application at 100% of the recommended N rate","Climate Mitigation","Nitrogen Emissions","Nitrous oxide (N20)",NA,"Nutrient Management"
106,122,"2014-2","0","yield-scaled nitrous oxide","","","1;2","kg N/ha","contrasts","mean","0",NA,NA,92.6,"2",NA,"",94.6,"ns","unfertilized_split","nonfertilized","nonfertilized","U-Sp100, split U application at 100% of the RN","U-Sp100, split U application at 100% of the RN","Climate Mitigation","Nitrogen Emissions","Nitrous oxide (N20)",NA,"Nutrient Management"
107,122,"2014-2","0","yield-scaled nitrous oxide","","","1;2","kg N/ha","contrasts","mean","0",NA,NA,92.6,"3",NA,"",83.3,"ns","unfertilized_split","nonfertilized","nonfertilized","split U application at 85% of the RN","split U application at 85% of the RN","Climate Mitigation","Nitrogen Emissions","Nitrous oxide (N20)",NA,"Nutrient Management"
108,122,"2014-2","0","yield-scaled nitrous oxide","","","1;2","kg N/ha","contrasts","mean","0",NA,NA,92.6,"4",NA,"",66.4,"0.001","unfertilized_split","nonfertilized","nonfertilized","split application of UI at 100% of the RN","split application of UI at 100% of the RN","Climate Mitigation","Nitrogen Emissions","Nitrous oxide (N20)",NA,"Nutrient Management"
109,122,"2014-2","0","residual soil ammonium residual","","0-30 cm","1;2","mg N/kg/day","contrasts","mean","0",NA,NA,5.76,"1",NA,"",5.83,"ns","unfertilized_plant","nonfertilized","nonfertilized","single U application at 100% of the recommended N rate","single U application at 100% of the recommended N rate","Soil Nutrients","Ammonium","Late season (crop stages: harvest & post harvest)",NA,"Nutrient Management"
110,122,"2014-2","0","residual soil ammonium residual","","0-30 cm","1;2","mg N/kg/day","contrasts","mean","0",NA,NA,5.76,"2",NA,"",5.91,"ns","unfertilized_split","nonfertilized","nonfertilized","U-Sp100, split U application at 100% of the RN","U-Sp100, split U application at 100% of the RN","Soil Nutrients","Ammonium","Late season (crop stages: harvest & post harvest)",NA,"Nutrient Management"
111,122,"2014-2","0","residual soil ammonium residual","","0-30 cm","1;2","mg N/kg/day","contrasts","mean","0",NA,NA,5.76,"3",NA,"",5.93,"ns","unfertilized_split","nonfertilized","nonfertilized","split U application at 85% of the RN","split U application at 85% of the RN","Soil Nutrients","Ammonium","Late season (crop stages: harvest & post harvest)",NA,"Nutrient Management"
112,122,"2014-2","0","residual soil ammonium residual","","0-30 cm","1;2","mg N/kg/day","contrasts","mean","0",NA,NA,5.76,"4",NA,"",6.49,"ns","unfertilized_split","nonfertilized","nonfertilized","split application of UI at 100% of the RN","split application of UI at 100% of the RN","Soil Nutrients","Ammonium","Late season (crop stages: harvest & post harvest)",NA,"Nutrient Management"
113,122,"2014-2","0","residual soil nitrate residual","","0-30 cm","1;2","mg N/kg/day","contrasts","mean","0",NA,NA,20.6,"1",NA,"",23.1,"ns","unfertilized_plant","nonfertilized","nonfertilized","single U application at 100% of the recommended N rate","single U application at 100% of the recommended N rate","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)",NA,"Nutrient Management"
114,122,"2014-2","0","residual soil nitrate residual","","0-30 cm","1;2","mg N/kg/day","contrasts","mean","0",NA,NA,20.6,"2",NA,"",26.8,"ns","unfertilized_split","nonfertilized","nonfertilized","U-Sp100, split U application at 100% of the RN","U-Sp100, split U application at 100% of the RN","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)",NA,"Nutrient Management"
115,122,"2014-2","0","residual soil nitrate residual","","0-30 cm","1;2","mg N/kg/day","contrasts","mean","0",NA,NA,20.6,"3",NA,"",36.2,"0.001","unfertilized_split","nonfertilized","nonfertilized","split U application at 85% of the RN","split U application at 85% of the RN","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)",NA,"Nutrient Management"
116,122,"2014-2","0","residual soil nitrate residual","","0-30 cm","1;2","mg N/kg/day","contrasts","mean","0",NA,NA,20.6,"4",NA,"",31.2,"0.001","unfertilized_split","nonfertilized","nonfertilized","split application of UI at 100% of the RN","split application of UI at 100% of the RN","Soil Nutrients","Nitrate","Late season (crop stages: harvest & post harvest)",NA,"Nutrient Management"
117,123,"2007-3","0","maize grain yield","","","1;2;3","Mg/ha","PDIFF","mean","0",NA,NA,10.78,"1",NA,"",10.62,"0.05","injection_injection","conventional till knife injection system","conventional till knife injection system","high speed-low draft opener system","high speed-low draft opener system","Crop Yields","Grain Yields","Corn",NA,"Nutrient Management"
118,124,"2010-2","0","maize nitrogen uptake","","","1;2","kg N/ha","Scheffe","mean","0",2,5,121,"1",2,"5",117,"ns","preplant_V6","preemergence, 0 kg N/ha, without nitrapyrin inhibitor","preemergence, 0 kg N/ha, without nitrapyrin inhibitor","sidedress, 0 kg N/ha, without nitrapyrin inhibitor","sidedress, 0 kg N/ha, without nitrapyrin inhibitor","Crop Yields","Crop Nutrient Content","Corn nitrogen content of aboveground biomass","Application Timing","Nutrient Management"
