uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn
WOS:000238059700009,"Panel discussion: Cover crops used at vallonia nursery, Indiana division of forestry",National Proceedings: Forest and Conservation Nursery Associations 2004,NA,35,31-32,NA,2004,"Hawkins, Robert | USDA",bareroot seedlings | organic content | living mulch,NA,NA,BEL98,NA,*************
WOS:A1991GR48500016,WATER-USE EVALUATION OF WINTER COVER CROPS FOR NO-TILL SOYBEANS,JOURNAL OF SOIL AND WATER CONSERVATION,6,46,446-449,NOV-DEC,1991,"ZHU, JC | GANTZER, CJ | ANDERSON, SH | BEUSELINCK, PR | ALBERTS, EE",,NA,NA,GR485,0022-4561,NA
WOS:000351204000014,The Efficacy of Winter Cover Crops to Stabilize Soil Inorganic Nitrogen after Fall-Applied Anhydrous Ammonia,JOURNAL OF ENVIRONMENTAL QUALITY,2,44,442-448,MAR-APR,2015,"Lacey, Corey | Armstrong, Shalamar",,10.2134/jeq2013.12.0529,NA,CD6MU,0047-2425,NA
WOS:000360187200007,Cover crop and tillage systems effect on soil CO2 and N2O fluxes in contrasting topographic positions,SOIL & TILLAGE RESEARCH,NA,154,64-74,DEC,2015,"Negassa, Wakene | Price, Richard F. | Basir, Abdul | Snapp, Sieglinde S. | Kravchenko, Alexandra",Greenhouse gas | Rye cover crop | Depression | Ridge tillage | Topography,10.1016/j.still.2015.06.015,NA,CP9AX,0167-1987,NA
WOS:000181848500028,Red clover (Trifolium pratense) suppression of common ragweed (Ambrosia artemisiifolia) in winter wheat (Triticum aestivum),WEED TECHNOLOGY,1,17,181-185,JAN-MAR,2003,"Mutch, DR | Martin, TE | Kosola, KR",cover crops | weed management,NA,NA,660TC,0890-037X,NA
WOS:000353637200001,Does Nitrogen Fertilizer Application Rate to Corn Affect Nitrous Oxide Emissions from the Rotated Soybean Crop?,JOURNAL OF ENVIRONMENTAL QUALITY,3,44,711-719,MAY-JUN,2015,"Iqbal, Javed | Mitchell, David C. | Barker, Daniel W. | Miguez, Fernando | Sawyer, John E. | Pantoja, Jose | Castellano, Michael J.",,10.2134/jeq2014.09.0378,NA,CG9LP,0047-2425,NA
WOS:000335731100007,Single season effects of mixed-species cover crops on tomato health (cultivar Celebrity) in multi-state field trials,APPLIED SOIL ECOLOGY,NA,77,51-58,MAY,2014,"Summers, Carly F. | Park, Sunjeong | Dunn, Amara R. | Rong, Xiaoqing | Everts, Kathryne L. | Meyer, Susan L. F. | Rupprecht, Shannon M. | Kleinhenz, Matthew D. | Gardener, Brian McSpadden | Smart, Christine D.",Cover crops | Phytophthora capsici | Plant-pathogenic nematodes | Soil fertility | Cultural practices | Organic agriculture,10.1016/j.apsoil.2014.01.010,NA,AG9HX,0929-1393,NA
WOS:000297230800003,SIMULATING LONG-TERM IMPACTS OF WINTER RYE COVER CROP ON HYDROLOGIC CYCLING AND NITROGEN DYNAMICS FOR A CORN-SOYBEAN CROP SYSTEM,TRANSACTIONS OF THE ASABE,5,54,1575-1588,SEP-OCT,2011,"Qi, Z. | Helmers, M. J. | Malone, R. W. | Thorp, K. R.",Corn-soybean rotation | Hydrology | Nitrogen | RZWQM2 | Subsurface drainage | Winter rye,NA,NA,850WR,2151-0032,NA
WOS:000253551600007,Effects of different olive-grove management systems on the organic carbon and nitrogen content of the soil in Jaen (Spain),SOIL & TILLAGE RESEARCH,1,98,56-67,JAN,2008,"Castro, J. | Fernandez-Ondono, E. | Rodriguez, C. | Lallena, A. M. | Sierra, M. | Aguilar, J.",olive grove | long-term experiments | soil organic carbon | nitrogen | soil-management system | cover crops,10.1016/j.still.2007.10.002,NA,268AZ,0167-1987,NA
WOS:000392955800081,"SHORT-TERM EFFECTS OF COVER CROPPING ON ROOT-LESION NEMATODE, STUNT NEMATODE AND SOIL ECOLOGY IN MICHIGAN CARROT PRODUCTION",JOURNAL OF NEMATOLOGY,4,48,325-325,DEC,2016,"Grabau, Z. J. | Maung, Z. T. Z. | Noyes, D. C. | Baas, D. G. | Werling, B. P. | Brainard, D. C. | Melakeberhan, H.",,NA,NA,EJ1FL,0022-300X,NA
WOS:000242036200006,Potential for a rye cover crop to reduce nitrate loss in southwestern Minnesota,AGRONOMY JOURNAL,6,98,1416-1426,NOV-DEC,2006,"Feyereisen, G. W. | Wilson, B. N. | Sands, G. R. | Strock, J. S. | Porter, P. M.",,10.2134/agronj2005.0134,NA,105NE,0002-1962,NA
WOS:000390471900199,Cover cropping affects plant-parasitic and free-living nematodes in Michigan carrot production,PHYTOPATHOLOGY,12,106,39-39,DEC,2016,"Grabau, Z. | Maung, Z. | Noyes, D. | Brainard, D. | Baas, D. | Werling, B. | Melakeberhan, H.",,NA,NA,EF6WM,0031-949X,NA
WOS:000366074400036,"Using cover crops in headlands of organic grain farms: Effects on soil properties, weeds and crop yields",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,NA,216,322-332,JAN 15,2016,"Welch, Rachel Y. | Behnke, Gevan D. | Davis, Adam S. | Masiunas, John | Villamil, Maria B.",Compaction | Soil properties | Turn rows | Cover cropping | Organic farms | Grain crop yield | Midwest agriculture,10.1016/j.agee.2015.10.014,NA,CY0CR,0167-8809,NA
WOS:000413136300011,Suppression of Soilborne Diseases of Soybean With Cover Crops,PLANT DISEASE,11,101,1918-1928,NOV,2017,"Wen, L. | Lee-Marzano, S. | Ortiz-Ribbing, L. M. | Gruver, J. | Hartman, G. L. | Eastburn, D. M.",,10.1094/PDIS-07-16-1067-RE,NA,FJ9YB,0191-2917,NA
WOS:000254233300003,Effects of organic fertilization and cover crops on an organic pepper system,HORTTECHNOLOGY,2,18,215-226,APR-JUN,2008,"Delate, K. | Cambardella, C. | McKern, A.",certified organic | hairy vetch | Vicia villosa | rye | Secale cereale | strip-tillage | Rhizoctonia solani | gypsum,NA,NA,277RV,1063-0198,NA
WOS:000075961100011,Enhancing soil nitrogen mineralization and corn yield with overseeded cover crops,JOURNAL OF SOIL AND WATER CONSERVATION,3,53,245-249,NA,1998,"Jones, ME | Harwood, RR | Dehne, NC | Smeenk, J | Parker, E",corn grain yield | crop rotation | cropping system | legume | nitrogen | overseeded cover crops | PSNT | soil N mineralization,NA,NA,120MX,0022-4561,NA
WOS:000364917700008,Biomass production of 12 winter cereal cover crop cultivars and their effect on subsequent no-till corn yield,JOURNAL OF SOIL AND WATER CONSERVATION,6,70,353-364,NOV-DEC,2015,"Kaspar, T. C. | Bakker, M. G.",corn | cover crops | population | rye | triticale | wheat,10.2489/jswc.70.6.353,NA,CW3UO,0022-4561,NA
WOS:000089938300021,Annual ryegrass - A potential new cover crop for no-till corn production in Indiana,"1996 AMERICAN FORAGE AND GRASSLAND COUNCIL, PROCEEDINGS",NA,5,78-78,NA,1996,"Johnson, KD | Nielsen, RL | Greene, DK",,NA,NA,BQ88Q,0886-6899,*************
WOS:000267822200002,Clover and Manure Management Strategies for Overcoming the Wheat Residue Antagonism of No-Till Corn,JOURNAL OF SUSTAINABLE AGRICULTURE,5,33,491-511,NA,2009,"Kravchenko, Anatoliy | Thelen, K. D.",clover | manure | nitrogen management | no-till corn,10.1080/10440040902997686,NA,468MF,1044-0046,NA
WOS:A1997XR10400018,Evaluation of cover crop mixtures for use in vegetable production systems,HORTSCIENCE,5,32,866-870,AUG,1997,"Creamer, NG | Bennett, MA | Stinner, BR",weed suppression | winter hardiness | nitrogen | C:N ratio | above-ground biomass,NA,NA,XR104,0018-5345,NA
WOS:000271079300011,Impact of reduced tillage and cover cropping on the greenhouse gas budget of a maize/soybean rotation ecosystem,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,3-4,134,234-242,DEC,2009,"Bavin, T. K. | Griffis, T. J. | Baker, J. M. | Venterea, R. T.",Reduced tillage | Cover cropping | Ecosystem respiration | Soil respiration | Nitrous oxide fluxes | Methane fluxes,10.1016/j.agee.2009.07.005,NA,510HR,0167-8809,NA
WOS:000309741700002,Response of Soybean Insects to an Autumn-Seeded Rye Cover Crop,ENVIRONMENTAL ENTOMOLOGY,4,41,750-760,AUG,2012,"Koch, R. L. | Porter, P. M. | Harbur, M. M. | Abrahamson, M. D. | Wyckhuys, K. A. G. | Ragsdale, D. W. | Buckman, K. | Sezen, Z. | Heimpel, G. E.",Aphis glycines | Cerotoma trifurcata | Empoasca fabae | winter rye | soybean,10.1603/EN11168,NA,019LS,0046-225X,NA
WOS:000248586900009,Evaluating and predicting agricultural management effects under tile drainage using modified APSIM,GEODERMA,3,140,310-322,JUL 15,2007,"Malone, R. W. | Huth, N. | Carberry, P. S. | Ma, L. | Kaspar, T. C. | Karlen, D. L. | Meade, T. | Kanwar, R. S. | Heilman, P.",N loading | cover crop | crop rotation | water quality | crop production | modeling,10.1016/j.geoderma.2007.04.014,NA,197WJ,0016-7061,NA
WOS:000322797800603,"The impact of mixed-species cover crops on rhizosphere pathogens of organically managed tomato crops in New York, Ohio, and Maryland",PHYTOPATHOLOGY,7,102,115-116,JUL,2012,"Summers, C. F. | Smart, C. D. | Gardener, B. B. McSpadden | Everts, K. L. | Dunn, A. R. | Park, S.",,NA,NA,196SX,0031-949X,NA
WOS:000075961100015,Surface energy balance partitioning over rye and oats cover crops in central Iowa,JOURNAL OF SOIL AND WATER CONSERVATION,3,53,263-268,NA,1998,"Prueger, JH | Hatfield, JL | Sauer, TJ",Bowen-ratio | crop-water use | evapotranspiration | latent heat | sensible heat,NA,NA,120MX,0022-4561,NA
WOS:000296108100003,Brassicaceae Cover Crops Affect Seed Germination and Seedling Establishment in Cucurbit Crops,HORTTECHNOLOGY,5,21,525-532,OCT,2011,"Ackroyd, Victoria J. | Ngouajio, Mathieu",allelopathy | bioassay | biofumigation | oilseed radish | mustard | cropping systems | phytotoxicity | stand | vegetable crops,NA,NA,836JN,1063-0198,NA
WOS:000341476900007,Synergies between cover crops and corn stover removal,AGRICULTURAL SYSTEMS,NA,130,67-76,SEP,2014,"Pratt, Michelle R. | Tyner, Wallace E. | Muth, David J., Jr. | Kladivko, Eileen J.",Cover crops | Corn stover | Removable biomass | Benefit-cost analysis,10.1016/j.agsy.2014.06.008,NA,AO6QP,0308-521X,NA
WOS:000410054400003,Influence of Various Cover Crop Species on Winter and Summer Annual Weed Emergence in Soybean,WEED TECHNOLOGY,4,31,503-513,JUL-AUG,2017,"Cornelius, Cody D. | Bradley, Kevin W.",Cover crops | pigweed | weed suppression,10.1017/wet.2017.23,NA,FG3KG,0890-037X,NA
WOS:000348049900006,"Planting Date and Staggered Seeding of Rye-Vetch Mixtures: Biomass, Nitrogen, and Legume Winter Survival",AGRONOMY JOURNAL,1,107,33-40,JAN-FEB,2015,"Hayden, Zachary D. | Ngouajio, Mathieu | Brainard, Daniel C.",,10.2134/agronj14.0237,NA,AZ2FL,0002-1962,NA
WOS:000274392600007,Soil Water Dynamics under Winter Rye Cover Crop in Central Iowa,VADOSE ZONE JOURNAL,1,9,53-60,FEB,2010,"Qi, Zhiming | Helmers, Matthew J.",,10.2136/vzj2008.0163,NA,553UP,1539-1663,NA
WOS:000269729400032,Integrating Winter Annual Forages into a No-Till Corn Silage System,AGRONOMY JOURNAL,5,101,1286-1296,SEP-OCT,2009,"Fae, Giovani Stefani | Sulc, R. Mark | Barker, David J. | Dick, Richard P. | Eastridge, Maurice L. | Lorenz, Nicola",,10.2134/agronj2009.0144,NA,493IG,0002-1962,NA
WOS:000089210000007,Tomato growth in spring-sown cover crops,HORTSCIENCE,5,35,843-848,AUG,2000,"Akemo, MC | Bennett, MA | Regnier, EE",Lycopersicon esculentum | legume/monocot mixtures | winter rye | field peas | undercutting | allelochemicals | tropical climates,NA,NA,352HT,0018-5345,NA
WOS:000375157200036,Analysis of Best Management Practices Implementation on Water Quality Using the Soil and Water Assessment Tool,WATER,4,8,,APR,2016,"Motsinger, Jason | Kalita, Prasanta | Bhattarai, Rabin",best management practices | modeling | non-point source pollution | tile drainage | SWAT,10.3390/w8040145,NA,DK8DK,2073-4441,NA
WOS:000417648100036,Species-Specific Contributions to Productivity and Weed Suppression in Cover Crop Mixtures,AGRONOMY JOURNAL,6,109,2808-2819,NOV-DEC,2017,"Holmes, Ashley A. | Thompson, Ashley A. | Wortman, Sam E.",,10.2134/agronj2017.06.0309,NA,FP5GN,0002-1962,NA
WOS:000245978800006,Application of the DNDC model to tile-drained Illinois agroecosystems: model comparison of conventional and diversified rotations,NUTRIENT CYCLING IN AGROECOSYSTEMS,1,78,65-81,MAY,2007,"Tonitto, Christina | David, Mark B. | Li, Changsheng | Drinkwater, Laurie E.",nitrogen management | agroecosystem model | nitrate leaching | N trace gas | cover crop | legume | corn | soybean,10.1007/s10705-006-9074-2,NA,160XW,1385-1314,NA
WOS:000240821800005,"Effect of cover crops alfalfa, red clover, and perennial ryegrass on soybean cyst nematode population and soybean and corn yields in Minnesota",CROP SCIENCE,5,46,1890-1897,SEP-OCT,2006,"Chen, Senyu | Wyse, Donald L. | Johnson, Gregg A. | Porter, Paul M. | Stetina, Salliana R. | Miller, Daniel R. | Betts, Kevin J. | Klossner, Lee D. | Haar, Milton J.",,10.2135/cropsci2005.09-0296,NA,088OU,0011-183X,NA
WOS:000249425100015,Assembly of weed communities along a crop diversity gradient,JOURNAL OF APPLIED ECOLOGY,5,44,1046-1056,OCT,2007,"Smith, Richard G. | Gross, Katherine L.",biofuels | cropping systems | crop rotation | DISTLM | diversity | ecosystem function | organic | pesticides | sustainable agriculture,10.1111/j.1365-2664.2007.01335.x,NA,209YY,0021-8901,NA
WOS:000240672200042,"Effect of cover crops alfalfa, red clover, perennial ryegrass, and rye on soybean cyst nematode population and soybean and corn yields in Minnesota.",JOURNAL OF NEMATOLOGY,2,38,267-267,JUN,2006,"Chen, S. | Wyse, D. L. | Johnson, G. A. | Porter, P. M. | Haar, M. J. | Stetina, S. R. | Miller, D. R. | Betts, K. J. | Klossner, L. D.",,NA,NA,086KM,0022-300X,NA
WOS:000255134500025,"Impacts of groundcover management systems on yield, leaf nutrients, weeds, and arthropods of tart cherry in Michigan, USA",AGRICULTURE ECOSYSTEMS & ENVIRONMENT,1-4,125,239-245,MAY,2008,"Sirrine, J. R. | Letourneau, D. K. | Shennan, C. | Sirrine, D. | Fouch, R. | Jackson, L. | Mages, A.",groundcover management system | cover crop | mulch | natural enemy | Prunus cerasus | orchard,10.1016/j.agee.2008.01.005,NA,290PK,0167-8809,NA
WOS:000343858400044,Effect of Cover Crop Management on Organic Matter Production and Soil Fertility in an Abies fraseri Plantation,I INTERNATIONAL SYMPOSIUM ON ORGANIC MATTER MANAGEMENT AND COMPOST USE IN HORTICULTURE,NA,1018,407-414,NA,2014,"Nzokou, P. | Wilson, A. R. | Lin, Y.",ground covers | green manure | cropping system | mulching | leguminous plants | Christmas tree production,NA,NA,BB5GK,0567-7572,NA
WOS:000245159300002,Hydrology and nitrogen components of a simple rye growth model,JOURNAL OF IRRIGATION AND DRAINAGE ENGINEERING,2,133,90-99,MAR-APR,2007,"Feyereisen, Gary W. | Sands, Gary R. | Strock, Jeffrey S. | Wilson, Bruce N. | Porter, Paul M.",subsurface drainage | nitrogen | nitrates | nutrient loads | computer models | soil water storage | crops | agriculture,10.1061/(ASCE)0733-9437(2007)133:2(90),NA,149PO,0733-9437,NA
WOS:000255537400001,Effects of crop diversity on agroecosystem function: Crop yield response,ECOSYSTEMS,3,11,355-366,APR,2008,"Smith, Richard G. | Gross, Katherine L. | Robertson, G. Philip",biofuels | cover crops | cropping systems | crop rotation | ecosystem function | legumes | long-term ecological research (LTER) | nitrogen-fixing legumes | species richness | sustainable agriculture | weeds,10.1007/s10021-008-9124-5,NA,296IT,1432-9840,NA
WOS:000286125700015,The Effects of a Winter Cover Crop on Diabrotica virgifera (Coleoptera: Chrysomelidae) Populations and Beneficial Arthropod Communities in No-Till Maize,ENVIRONMENTAL ENTOMOLOGY,6,39,1816-1828,DEC,2010,"Lundgren, Jonathan G. | Fergen, Janet K.",biodiversity | biological control | conservation | western corn rootworm | Elymus trachycaulus | generalist predators | IPM,10.1603/EN10041,NA,705JW,0046-225X,NA
WOS:000338718300008,Cover crops in the upper midwestern United States: Simulated effect on nitrate leaching with artificial drainage,JOURNAL OF SOIL AND WATER CONSERVATION,4,69,292-305,JUL-AUG,2014,"Malone, R. W. | Jaynes, D. B. | Kaspar, T. C. | Thorp, K. R. | Kladivko, E. | Ma, L. | James, D. E. | Singer, J. | Morin, X. K. | Searchinger, T.",best management practices | hypoxia | nitrate | Root Zone Water Quality Model | subsurface drainage | water quality,10.2489/jswc.69.4.292,NA,AK8ZW,0022-4561,NA
WOS:000383316400005,Regional climatological probabilities to increase success and reduce risk in rain-fed cover crop management,JOURNAL OF SOIL AND WATER CONSERVATION,5,71,377-384,SEP-OCT,2016,"Svoma, B. M. | Gantzer, C. J.",cover crops | evapotranspiration | soil health | soil water | termination date,10.2489/jswc.71.5.377,NA,DW0FN,0022-4561,NA
WOS:000279599500005,Soil nitrogen response to coupling cover crops with manure injection,NUTRIENT CYCLING IN AGROECOSYSTEMS,3,87,383-393,JUL,2010,"Cambardella, Cynthia A. | Moorman, Thomas B. | Singer, Jeremy W.",Liquid swine manure | Cover crops | Soil nitrogen | Corn | Nitrate leaching,10.1007/s10705-010-9345-9,NA,621RI,1385-1314,NA
WOS:000227108400002,Examining strategies to improve the carbon balance of corn/soybean agriculture using eddy covariance and mass balance techniques,AGRICULTURAL AND FOREST METEOROLOGY,3-4,128,163-177,FEB 28,2005,"Baker, JM | Griffis, TJ",carbon balance | NEE | cover crop | strip tillage | sequestration | corn-soybean rotation,10.1016/j.agrformet.2004.11.005,NA,898XB,0168-1923,NA
WOS:000392140900055,Innovating Down on the Farm: Communication Networks that Facilitate Water Quality Practices,2016 IEEE INTERNATIONAL PROFESSIONAL COMMUNICATION CONFERENCE (IPCC),NA,NA,,NA,2016,"Tesdell, Lee S. | IEEE",Cover crops | industrial agriculture | nutrient sequestration | precision agriculture | row-crops | upper Midwest | watersheds,NA,NA,BG8AH,2158-091X,NA
WOS:000361048300018,Soil Response to Corn Residue Removal and Cover Crops in Eastern South Dakota,SOIL SCIENCE SOCIETY OF AMERICA JOURNAL,4,79,1179-1187,JUL-AUG,2015,"Wegner, Brianna R. | Kumar, Sandeep | Osborne, Shannon L. | Schumacher, Thomas E. | Vahyala, Ibrahim E. | Eynard, Anna",,10.2136/sssaj2014.10.0399,NA,CR0XZ,0361-5995,NA
WOS:000352161100014,Field Pennycress Production and Weed Control in a Double Crop System with Soybean in Minnesota,AGRONOMY JOURNAL,2,107,532-540,MAR-APR,2015,"Johnson, Gregg A. | Kantar, Michael B. | Betts, Kevin J. | Wyse, Donald L.",,10.2134/agronj14.0292,NA,CE9JV,0002-1962,NA
WOS:000317335400015,Cover Crop Mulch and Weed Management Influence Arthropod Communities in Strip-Tilled Cabbage,ENVIRONMENTAL ENTOMOLOGY,2,42,293-306,APR,2013,"Bryant, Alexandria | Brainard, Daniel C. | Haramoto, Erin R. | Szendrei, Zsofia",habitat management | herbicide | oat | herbivore | predator,10.1603/EN12192,NA,122RL,0046-225X,NA
WOS:000339666700005,"LUMINATE: linking agricultural land use, local water quality and Gulf of Mexico hypoxia",EUROPEAN REVIEW OF AGRICULTURAL ECONOMICS,3,41,431-459,JUL,2014,"Kling, Catherine L. | Panagopoulos, Yiannis | Rabotyagov, Sergey S. | Valcu, Adriana M. | Gassman, Philip W. | Campbell, Todd | White, Michael J. | Arnold, Jeffrey G. | Srinivasan, Raghavan | Jha, Manoj K. | Richardson, Jeffrey J. | Moskal, L. Monika | Turner, R. Eugene | Rabalais, Nancy N.",integrate modelling | land use change | Gulf of Mexico Hypoxia | LUMINATE | water quality,10.1093/erae/jbu009,NA,AM2GA,0165-1587,NA
WOS:A1993LN57100023,COVER CROP MANAGEMENT AND WEED-CONTROL IN CORN (ZEA-MAYS),WEED TECHNOLOGY,2,7,425-430,APR-JUN,1993,"JOHNSON, GA | DEFELICE, MS | HELSEL, ZR",NO-TILL | ATRAZINE | GLYPHOSATE | SECALE-CEREALE | SETARIA-FABERII HERRM | SETFA | VICIA-VILLOSA | XANTHIUM-STRUMARIUM L | XANST,NA,NA,LN571,0890-037X,NA
WOS:000327181100006,On-farm environmental assessment of corn silage production systems receiving liquid dairy manure,JOURNAL OF SOIL AND WATER CONSERVATION,6,68,438-449,NOV-DEC,2013,"Krueger, E. S. | Baker, J. M. | Ochsner, T. E. | Wente, C. D. | Feyereisen, G. W. | Reicosky, D. C.",corn | cover crop | dairy | manure | subsurface drainage,10.2489/jswc.68.6.438,NA,254QT,0022-4561,NA
