uid,title,journal,issue,volume,pages,date,year,authors,keywords,doi,article_no,isi_id,issn,isbn,title_lower
WOS:000426959000004,Evolutionary Adaptations of Palmer Amaranth (Amaranthus palmeri) to Nitrogen Fertilization and Crop Rotation History Affect Morphology and Nutrient-Use Efficiency,WEED SCIENCE,2,66,180-189,MAR-APR,2018,"Bravo, Washington | Leon, Ramon G. | Ferrell, Jason A. | Mulvaney, Michael J. | Wood, C. Wesley",Crop rotation | evolution | fitness | integrated weed management | nutrient content | resistance,10.1017/wsc.2017.73,NA,FY6LM,0043-1745,NA,evolutionary adaptations of palmer amaranth (amaranthus palmeri) to nitrogen fertilization and crop rotation history affect morphology and nutrient-use efficiency
WOS:000419553800001,Environmental Benefits and Control of Pollution to Surface Water and Groundwater by Agroforestry Systems: a Review,WATER RESOURCES MANAGEMENT,1,32,1-29,JAN,2018,"Pavlidis, George | Tsihrintzis, Vassilios A.",Agroforestrysystems | Alleycropping | Fertilizers | Pesticides | Control of leaching to groundwater | Control of surface runoff pollution,10.1007/s11269-017-1805-4,NA,FS1RC,0920-4741,NA,environmental benefits and control of pollution to surface water and groundwater by agroforestry systems: a review
WOS:000462209300011,Farm adoption of embodied knowledge and information intensive precision agriculture technology bundles,PRECISION AGRICULTURE,2,20,348-361,APR,2019,"Miller, N. J. | Griffin, T. W. | Ciampitti, I. A. | Sharda, A.",Automated guidance | Automated section control | Lightbar | Variable rate | Markov | Transition probability,10.1007/s11119-018-9611-4,NA,HQ2DH,1385-2256,NA,farm adoption of embodied knowledge and information intensive precision agriculture technology bundles
WOS:000468592900017,Contrasting NO3-N concentration patterns at two karst springs in Iowa (USA): insights on aquifer nitrogen storage and delivery,HYDROGEOLOGY JOURNAL,4,27,1389-1400,JUN,2019,"Schilling, Keith E. | Jones, Christopher S. | Clark, Ryan J. | Libra, Robert D. | Liang, Xiuyu | Zhang, You-Kuan",Nitrate | Karst | Agriculture | USA,10.1007/s10040-019-01935-y,NA,HZ1FS,1431-2174,NA,contrasting no3-n concentration patterns at two karst springs in iowa (usa): insights on aquifer nitrogen storage and delivery
WOS:000457952700065,Approaches to evaluating grower irrigation and fertilizer nitrogen amount and timing,AGRICULTURAL WATER MANAGEMENT,NA,213,693-706,MAR 1,2019,"Lo, Tsz Him | Rudnick, Daran R. | Burr, Charles A. | Stockton, Matthew C. | Werle, Rodrigo",Efficiency | Evaluation | Irrigation | Nitrogen | Requirement | UNL-TAPS,10.1016/j.agwat.2018.11.010,NA,HK4SF,0378-3774,NA,approaches to evaluating grower irrigation and fertilizer nitrogen amount and timing
WOS:000436894500001,Field variability and vulnerability index to identify regional precision agriculture opportunity,PRECISION AGRICULTURE,4,19,589-605,AUG,2018,"Bobryk, Christopher W. | Yost, Matt A. | Kitchen, Newell R.",Clay | Clustering | Growing season precipitation | Variability | Vulnerability,10.1007/s11119-017-9541-6,NA,GL1UB,1385-2256,NA,field variability and vulnerability index to identify regional precision agriculture opportunity
WOS:000457478200038,Evaluation of buffer solutions and urea addition for estimating the in vitro digestibility of feeds,JOURNAL OF ANIMAL SCIENCE,2,97,922-931,FEB,2019,"Camacho, Larissa F. | Silva, Tadeu E. | Palma, Malber N. N. | Assuncao, Amanda S. | Rodrigues, Joao P. | Costa e Silva, Luiz Fernando | Detmann, Edenio",ammonia nitrogen | buffering capacity | Kansas buffer | McDougall's buffer | neutral detergent fiber | repeatability,10.1093/jas/sky464,NA,HJ8VM,0021-8812,NA,evaluation of buffer solutions and urea addition for estimating the in vitro digestibility of feeds
WOS:000467491400007,"Effects of optical sensing based variable rate nitrogen management on yields, nitrogen use and profitability for cotton",PRECISION AGRICULTURE,3,20,591-610,JUN,2019,"Stefanini, M. | Larson, J. A. | Lambert, D. M. | Yin, X. | Boyer, C. N. | Scharf, P. | Tubana, B. S. | Varco, J. J. | Dunn, D. | Savoy, H. J. | Buschermohle, M. J.",Economics | Nitrogen use efficiency | Normalized difference vegetation index (NDVI) | Real-time nutrient sensing | Variable rate technology,10.1007/s11119-018-9599-9,NA,HX6CK,1385-2256,NA,"effects of optical sensing based variable rate nitrogen management on yields, nitrogen use and profitability for cotton"
WOS:000446284900021,Integration of high resolution remotely sensed data and machine learning techniques for spatial prediction of soil properties and corn yield,COMPUTERS AND ELECTRONICS IN AGRICULTURE,NA,153,213-225,OCT,2018,"Khanal, Sami | Fulton, John | Klopfenstein, Andrew | Douridas, Nathan | Shearer, Scott",Remote sensing | Soil | DEM | Yield | Mapping,10.1016/j.compag.2018.07.016,NA,GV7EN,0168-1699,NA,integration of high resolution remotely sensed data and machine learning techniques for spatial prediction of soil properties and corn yield
WOS:000472698600012,Quantity and quality of water percolating below the root zone of three biofuel feedstock crop systems,AGRICULTURAL WATER MANAGEMENT,NA,221,109-119,JUL 20,2019,"Stenjem, Ryan S. | Thompson, Anita M. | Karthikeyan, K. G. | Lepore, Brian J. | Kendall, Anthony D. | Hyndman, David W.",Water flux | Nutrient flux | Bioenergy | Nitrate | Phosphorus | Suction lysimeter,10.1016/j.agwat.2019.04.008,NA,IE9MN,0378-3774,NA,quantity and quality of water percolating below the root zone of three biofuel feedstock crop systems
WOS:000446048200001,"Elucidating Sorghum Biomass, Nitrogen and Chlorophyll Contents With Spectral and Morphological Traits Derived From Unmanned Aircraft System",FRONTIERS IN PLANT SCIENCE,NA,9,,OCT 2,2018,"Li, Jiating | Shi, Yeyin | Veeranampalayam-Sivakumar, Arun-Narenthiran | Schachtman, Daniel P.",UAV | phenotyping | multispectral | nitrogen stress | biomass | chlorophyll | plant height | canopy cover,10.3389/fpls.2018.01406,NA,GV4DQ,1664-462X,NA,"elucidating sorghum biomass, nitrogen and chlorophyll contents with spectral and morphological traits derived from unmanned aircraft system"
WOS:000467402500001,Nitrogen Fertilizer Suppresses Mineralization of Soil Organic Matter in Maize Agroecosystems,FRONTIERS IN ECOLOGY AND EVOLUTION,NA,7,,MAR 13,2019,"Mahal, Navreet K. | Osterholz, William R. | Miguez, Fernando E. | Poffenbarger, Hanna J. | Sawyer, John E. | Olk, Daniel C. | Archontoulis, Sotirios, V | Castellano, Michael J.",fertilizer nitrogen use efficiency | N mineralization | priming effect | agronomic optimum N rate | synthetic N fertilizer | continuous maize system,10.3389/fevo.2019.00059,NA,HX4WV,2296-701X,NA,nitrogen fertilizer suppresses mineralization of soil organic matter in maize agroecosystems
WOS:000425083200005,Historical cropland expansion and abandonment in the continental US during 1850 to 2016,GLOBAL ECOLOGY AND BIOGEOGRAPHY,3,27,322-333,MAR,2018,"Yu, Zhen | Lu, Chaoqun",abandonment | agriculture | cropland | expansion | LCLUC | the continental U.S,10.1111/geb.12697,NA,FW1TT,1466-822X,NA,historical cropland expansion and abandonment in the continental us during 1850 to 2016
WOS:000467795900007,Perceptions of Precision Agriculture Technologies in the US Fresh Apple Industry,HORTTECHNOLOGY,2,29,151-162,APR,2019,"Gallardo, R. Karina | Grant, Kara | Brown, David J. | McFerson, James R. | Lewis, Karen M. | Einhorn, Todd | Sazo, Mario Miranda",Malus domestica | technology adoption | tree fruit,10.21273/HORTTECH04214-18,NA,HY0IX,1063-0198,NA,perceptions of precision agriculture technologies in the us fresh apple industry
WOS:000451748700024,Interplay between nitrogen fertilizer and biological nitrogen fixation in soybean: implications on seed yield and biomass allocation,SCIENTIFIC REPORTS,NA,8,,NOV 30,2018,"Tamagno, Santiago | Sadras, Victor O. | Haegele, Jason W. | Armstrong, Paul R. | Ciampitti, Ignacio A.",,10.1038/s41598-018-35672-1,NA,HC4BY,2045-2322,NA,interplay between nitrogen fertilizer and biological nitrogen fixation in soybean: implications on seed yield and biomass allocation
WOS:000417567600003,Soil nitrogen dynamics in switchgrass seeded to a marginal cropland in South Dakota,GLOBAL CHANGE BIOLOGY BIOENERGY,1,10,28-38,JAN,2018,"Lai, Liming | Hong, Chang Oh | Kumar, Sandeep | Osborne, Shannon L. | Lehman, R. Michael | Owens, Vance N.",landscape position | nitrate (NO3-) leaching | nitrogen (N) dynamics | nitrogen (N) fertilization rate | nitrous oxide (N2O) | soil nitrate (NO3-) | switchgrass (Panicum virgatum L.),10.1111/gcbb.12475,NA,FP4DQ,1757-1693,NA,soil nitrogen dynamics in switchgrass seeded to a marginal cropland in south dakota
WOS:000455207300021,Soil Quality and Region Influence Performance and Ranking of Switchgrass Genotypes,CROP SCIENCE,1,59,221-232,JAN-FEB,2019,"Casler, M. D. | Sosa, S. | Boe, A. R. | Bonos, S. A.",,10.2135/cropsci2018.06.0409,NA,HG7WR,0011-183X,NA,soil quality and region influence performance and ranking of switchgrass genotypes
WOS:000432518400007,"Estimating nitrate-nitrogen retention in a large constructed wetland using high-frequency, continuous monitoring and hydrologic modeling",ECOLOGICAL ENGINEERING,NA,117,69-83,JUL,2018,"Drake, C. W. | Jones, C. S. | Schilling, K. E. | Amado, A. Arenas | Weber, L. J.",Wetland | Continuous nitrate sensor | Nitrate-nitrogen retention | Hydrologic modeling | Iowa,10.1016/j.ecoleng.2018.03.014,NA,GG2JO,0925-8574,NA,"estimating nitrate-nitrogen retention in a large constructed wetland using high-frequency, continuous monitoring and hydrologic modeling"
WOS:000475571300004,Design and field evaluation of a ground robot for high-throughput phenotyping of energy sorghum,PRECISION AGRICULTURE,4,20,697-722,AUG,2019,"Young, Sierra N. | Kayacan, Erkan | Peschel, Joshua M.",Agricultural robotics | Field-based phenotyping | Plant imaging | Sorghum,10.1007/s11119-018-9601-6,NA,IJ0DU,1385-2256,NA,design and field evaluation of a ground robot for high-throughput phenotyping of energy sorghum
WOS:000423641300020,"Connections among soil, ground, and surface water chemistries characterize nitrogen loss from an agricultural landscape in the upper Missouri River Basin",JOURNAL OF HYDROLOGY,NA,556,247-261,JAN,2018,"Sigler, W. Adam | Ewing, Stephanie A. | Jones, Clain A. | Payn, Robert A. | Brookshire, E. N. Jack | Klassen, Jane K. | Jackson-Smith, Douglas | Weissmann, Gary S.",Nitrate | Groundwater | Soils | Participatory | Cropping systems | Fallow,10.1016/j.jhydrol.2017.10.018,NA,FU1WX,0022-1694,NA,"connections among soil, ground, and surface water chemistries characterize nitrogen loss from an agricultural landscape in the upper missouri river basin"
WOS:000466840400005,Impacts of Nitrogen Rate and Landscape Position on Soils and Switchgrass Root Growth Parameters,AGRONOMY JOURNAL,3,111,1046-1059,MAY-JUN,2019,"Kumar, Sandeep | Lai, Liming | Kumar, Pardeep | Feliciano, Yashira Marie Valentin | Battaglia, Martin Leonardo | Hong, Chang Oh | Owens, Vance N. | Fike, John | Farris, Rodney | Galbraith, John",,10.2134/agronj2018.08.0483,NA,HW6ZV,0002-1962,NA,impacts of nitrogen rate and landscape position on soils and switchgrass root growth parameters
WOS:000429541900004,Edaphic correlates of feedstock-associated diazotroph communities,GLOBAL CHANGE BIOLOGY BIOENERGY,5,10,343-352,MAY,2018,"Soman, Chinmay | Keymer, Daniel P. | Kent, Angela D.",diazotrophs | endophytic bacteria | miscanthus | nifH gene | rhizosphere microbiome | soil chemistry | switchgrass,10.1111/gcbb.12502,NA,GC1KX,1757-1693,NA,edaphic correlates of feedstock-associated diazotroph communities
WOS:000430915700018,EVALUATION OF A HYBRID REFLECTANCE-BASED CROP COEFFICIENT AND ENERGY BALANCE EVAPOTRANSPIRATION MODEL FOR IRRIGATION MANAGEMENT,TRANSACTIONS OF THE ASABE,2,61,533-548,NA,2018,"Barker, J. B. | Neale, C. M. U. | Heeren, D. M. | Suyker, A. E.",Center-pivot irrigation | ET estimation methods | Evapotranspiration | Irrigation scheduling | Irrigation water balance | Model validation | Variable-rate irrigation,10.13031/trans.12311,NA,GE0OX,2151-0032,NA,evaluation of a hybrid reflectance-based crop coefficient and energy balance evapotranspiration model for irrigation management
WOS:000470950200001,Effects of nitrogen rate and harvest time on biomass yield and nutrient cycling of switchgrass and soil nitrogen balance in a semiarid sandy wasteland,INDUSTRIAL CROPS AND PRODUCTS,NA,136,1-10,SEP 15,2019,"Ameen, Asif | Liu, Jintong | Han, Lipu | Xie, Guang Hui",Biomass energy | Management practices | Biomass yield and quality | Crop nutrient uptake | N-use efficiency | Apparent soil nitrogen balance,10.1016/j.indcrop.2019.04.066,NA,IC4QK,0926-6690,NA,effects of nitrogen rate and harvest time on biomass yield and nutrient cycling of switchgrass and soil nitrogen balance in a semiarid sandy wasteland
WOS:000444545600005,Carbon and nitrogen isotope variability in the seeds of two African millet species: Pennisetum glaucum and Eleusine coracana,RAPID COMMUNICATIONS IN MASS SPECTROMETRY,19,32,1693-1702,OCT 15,2018,"Reid, Rachel E. B. | Lalk, Ellen | Marshall, Fiona | Liu, Xinyi",,10.1002/rcm.8217,NA,GT5KF,0951-4198,NA,carbon and nitrogen isotope variability in the seeds of two african millet species: pennisetum glaucum and eleusine coracana
WOS:000448539400008,Management of Nitrapyrin and Pronitridine Nitrification Inhibitors with Urea Ammonium Nitrate for Winter Wheat Production,AGRONOMY-BASEL,10,8,,OCT,2018,"Habibullah, H. | Nelson, Kelly A. | Motavalli, Peter P.",nitrification inhibitors | application timing | pronitridine | nitrapyrin | Triticum aestivum | urea ammonium nitrate,10.3390/agronomy8100204,NA,GY4NL,2073-4395,NA,management of nitrapyrin and pronitridine nitrification inhibitors with urea ammonium nitrate for winter wheat production
WOS:000446980300010,Effect of previous soil management on sugarcane response to nitrogen fertilization,SCIENTIA AGRICOLA,1,76,72-81,JAN-FEB,2019,"Otto, Rafael | Mariano, Eduardo | Mulvaney, Richard Lesley | Khan, Saeed Ahmad | Boschiero, Beata Nastaro | Tenelli, Sarah | Ocheuze Trivelin, Paulo Cezar",Saccharum spp. | Illinois Soil N Test | inorganic N | vinasse | mineralization,10.1590/1678-992X-2017-0147,NA,GW5MU,1678-992X,NA,effect of previous soil management on sugarcane response to nitrogen fertilization
WOS:000485719700023,Toward a Regional Phosphorus (Re) cycle in the US Midwest,JOURNAL OF ENVIRONMENTAL QUALITY,5,48,1397-1413,SEP-OCT,2019,"Margenot, Andrew J. | Kitt, Dianna | Gramig, Benjamin M. | Berkshire, Taylor B. | Chatterjee, Neha | Hertzberger, Allan J. | Aguiar, Sammy | Furneaux, Aliza | Sharma, Navneet | Cusick, Roland D.",,10.2134/jeq2019.02.0068,NA,IX5JE,0047-2425,NA,toward a regional phosphorus (re) cycle in the us midwest
WOS:000456732500004,Spatial variability of selected soil properties and its impact on the grain yield of oats (Avena sativa L.) in small fields,JOURNAL OF PLANT NUTRITION,19,41,2446-2469,NOV 26,2018,"Lueder, Ruth-Maria Hausherr | Qin, Ruijun | Richner, Walter | Stamp, Peter | Noulas, Christos",geostatistics | small fields | soil properties | spatial variability | spring oat grain yield,10.1080/01904167.2018.1527935,NA,HI8UX,0190-4167,NA,spatial variability of selected soil properties and its impact on the grain yield of oats (avena sativa l.) in small fields
WOS:000474848500011,Farmer and Farmland Owner Views on Spatial Targeting for Soil Conservation and Water Quality,WATER RESOURCES RESEARCH,5,55,3796-3814,MAY,2019,"Zimmerman, E. K. | Tyndall, J. C. | Schulte, L. A. | Larsen, G. L. D.",,10.1029/2018WR023230,NA,IH9TE,0043-1397,NA,farmer and farmland owner views on spatial targeting for soil conservation and water quality
WOS:000447095700001,Apparent electrical conductivity predicts physical properties of coarse soils,GEODERMA,NA,335,1-11,FEB 1,2019,"Nocco, Mallika A. | Ruark, Matthew D. | Kucharik, Christopher J.",Apparent electrical conductivity | Electromagnetic induction | Proximal sensing | Coarse-textured soils | Glaciolacustrine | Quantile regression,10.1016/j.geoderma.2018.07.047,NA,GW6TR,0016-7061,NA,apparent electrical conductivity predicts physical properties of coarse soils
WOS:000450233300005,"Combining nutrient, productivity, and landscape-based regressions improves predictions of lake nutrients and provides insight into nutrient coupling at macroscales",LIMNOLOGY AND OCEANOGRAPHY,6,63,2372-2383,NOV,2018,"Wagner, Tyler | Schliep, Erin M.",,10.1002/lno.10944,NA,HA4LH,0024-3590,NA,"combining nutrient, productivity, and landscape-based regressions improves predictions of lake nutrients and provides insight into nutrient coupling at macroscales"
WOS:000447818500025,"Landscape and flow path-based nutrient loading metrics for evaluation of in-stream water quality in Saginaw Bay, Michigan",JOURNAL OF GREAT LAKES RESEARCH,5,44,1068-1080,OCT,2018,"Billmire, Michael | Koziol, Benjamin W.",Landscape metric | Surface runoff | Nitrogen | Flow path | Riparian buffer | Non-point source pollution,10.1016/j.jglr.2018.06.004,NA,GX5VG,0380-1330,NA,"landscape and flow path-based nutrient loading metrics for evaluation of in-stream water quality in saginaw bay, michigan"
WOS:000447570900038,"The Chlorophyll Fluorescence Imaging Spectrometer (CFIS), mapping far red fluorescence from aircraft",REMOTE SENSING OF ENVIRONMENT,NA,217,523-536,NOV,2018,"Frankenberg, Christian | Kohler, Philipp | Magney, Troy S. | Geier, Sven | Lawson, Peter | Schwochert, Mark | McDuffie, James | Drewry, Darren T. | Pavlick, Ryan | Kuhnert, Andreas",Chlorophyll fluorescence | CFIS | GPP | OCO | OCO-2,10.1016/j.rse.2018.08.032,NA,GX2SR,0034-4257,NA,"the chlorophyll fluorescence imaging spectrometer (cfis), mapping far red fluorescence from aircraft"
WOS:000427999300007,"Selected soil physical properties and aggregate-associated carbon and nitrogen as influenced by gypsum, crop residue, and glucose",GEODERMA,NA,320,67-73,JUN 15,2018,"Walia, Maninder K. | Dick, Warren A.",Aggregates | Bulk density | Crop residues | Glucose | Gypsum | Porosity,10.1016/j.geoderma.2018.01.022,NA,GA0JM,0016-7061,NA,"selected soil physical properties and aggregate-associated carbon and nitrogen as influenced by gypsum, crop residue, and glucose"
WOS:000459944400118,"UAV-Based High Resolution Thermal Imaging for Vegetation Monitoring, and Plant Phenotyping Using ICI 8640 P, FLIR Vue Pro R 640, and thermoMap Cameras",REMOTE SENSING,3,11,,FEB 1,2019,"Sagan, Vasit | Maimaitijiang, Maitiniyazi | Sidike, Paheding | Eblimit, Kevin | Peterson, Kyle T. | Hartling, Sean | Esposito, Flavio | Khanal, Kapil | Newcomb, Maria | Pauli, Duke | Ward, Rick | Fritschi, Felix | Shakoor, Nadia | Mockler, Todd",thermal imaging | ICI 8640 P-series | FLIR Vue Pro R 640 | thermoMap | Unmanned Aerial Vehicles | vegetation monitoring | plant phenotyping | heritability analysis,10.3390/rs11030330,NA,HN1JX,NA,NA,"uav-based high resolution thermal imaging for vegetation monitoring, and plant phenotyping using ici 8640 p, flir vue pro r 640, and thermomap cameras"
WOS:000430636000009,Biomass Yield of Warm-Season Grasses Affected by Nitrogen and Harvest Management,AGRONOMY JOURNAL,3,110,890-899,MAY-JUN,2018,"Weerasekara, Chamara S. | Kitchen, Newell R. | Jose, Shibu | Motavalli, Peter P. | Bardhan, Sougata | Mitchell, Robert B.",,10.2134/agronj2017.04.0196,NA,GD6RL,0002-1962,NA,biomass yield of warm-season grasses affected by nitrogen and harvest management
WOS:000469952600002,"Coarse root biomass and architecture of hybrid aspen 'Crandon' (Populus alba L. x P. grandidenta Michx.) grown in an agroforestry system in central Iowa, USA",JOURNAL OF SUSTAINABLE FORESTRY,1,38,18-30,NA,2019,"Headlee, William L. | Zalesny, Ronald S., Jr. | Hall, Richard B.",Biomass allocation | fertilizer | pipe theory | root geometry | topography,10.1080/10549811.2018.1491861,NA,IB0ML,1054-9811,NA,"coarse root biomass and architecture of hybrid aspen 'crandon' (populus alba l. x p. grandidenta michx.) grown in an agroforestry system in central iowa, usa"
WOS:000465366100007,Lessons learned from using a decision-support tool for precision placement of conservation practices in six agricultural watersheds in the US midwest,JOURNAL OF ENVIRONMENTAL MANAGEMENT,NA,239,57-65,JUN 1,2019,"Ranjan, Pranay | Singh, Ajay S. | Tomer, Mark D. | Lewandowski, Ann M. | Prokopy, Linda S.",Decision support tools | Agricultural conservation planning framework | Policy recommendations | Disproportionality | Conservation targeting,10.1016/j.jenvman.2019.03.031,NA,HU6CK,0301-4797,NA,lessons learned from using a decision-support tool for precision placement of conservation practices in six agricultural watersheds in the us midwest
WOS:000462064300051,An Experimental LoRa Performance Evaluation in Tree Farm,2018 IEEE SENSORS APPLICATIONS SYMPOSIUM (SAS),NA,NA,291-296,NA,2018,"Yim, Daeun | Chung, Jiwon | Cho, Yulim | Song, Hyunji | Jin, Daehan | Kim, Sojeong | Ko, Sungwook | Smith, Anthony | Riegsecker, Austin | IEEE",LoRa network | Tree farm | PHY factors | Fresnel zone | IoT | Precision Agriculture,NA,NA,BM3GC,NA,NA,an experimental lora performance evaluation in tree farm
WOS:000428071900020,Carbon use efficiency of hayed alfalfa and grass pastures in a semiarid environment,ECOSPHERE,3,9,,MAR,2018,"Saliendra, Nicanor Z. | Liebig, Mark A. | Kronberg, Scott L.",ecosystem respiration | eddy covariance | ecosystem respiration : gross ecosystem production ratio | gross ecosystem production | heat use efficiency | light use efficiency | net ecosystem production : gross ecosystem production ratio | net ecosystem carbon balance | net ecosystem production | northern Great Plains,10.1002/ecs2.2147,NA,GA1JO,2150-8925,NA,carbon use efficiency of hayed alfalfa and grass pastures in a semiarid environment
WOS:000449284900006,Use of soft data for multicriteria calibration and validation of Agricultural Policy Environmental eXtender: Impact on model simulations,JOURNAL OF SOIL AND WATER CONSERVATION,6,73,623-636,NOV-DEC,2018,"Nelson, A. M. | Moriasi, D. N. | Talebizadeh, M. | Steiner, J. L. | Gowda, P. H. | Starks, P. J. | Tadesse, H. K.",Agricultural Policy Environmental eXtender (APEX) | performance measures | Rock Creek | tile drainage,10.2489/jswc.73.6.623,NA,GZ3KG,0022-4561,NA,use of soft data for multicriteria calibration and validation of agricultural policy environmental extender: impact on model simulations
WOS:000452359100001,"Persistent Spillback of Bovine Tuberculosis From White-Tailed Deer to Cattle in Michigan, USA: Status, Strategies, and Needs",FRONTIERS IN VETERINARY SCIENCE,NA,5,,NOV 29,2018,"VerCauteren, Kurt C. | Lavelle, Michael J. | Campa, Henry, III",bovine tuberculosis | cattle | disease | Odocoileus virginianus | transmission | spillback | spillover | white-tailed deer,10.3389/fvets.2018.00301,NA,HD2RS,2297-1769,NA,"persistent spillback of bovine tuberculosis from white-tailed deer to cattle in michigan, usa: status, strategies, and needs"
WOS:000471294700011,"Evaluation of spray pattern uniformity using three unique analyses as impacted by nozzle, pressure, and pulse-width modulation duty cycle",PEST MANAGEMENT SCIENCE,7,75,1875-1886,JUL,2019,"Butts, Thomas R. | Luck, Joe D. | Fritz, Bradley K. | Hoffmann, W. Clint | Kruger, Greg R.",application technology | average percent error | coefficient of variation | pesticide application optimization | root mean square error,10.1002/ps.5352,NA,IC9IC,1526-498X,NA,"evaluation of spray pattern uniformity using three unique analyses as impacted by nozzle, pressure, and pulse-width modulation duty cycle"
WOS:000463981800016,Switchgrass as forage and biofuel feedstock: Effect of nitrogen fertilization rate on the quality of biomass harvested in late summer and early fall,FIELD CROPS RESEARCH,NA,235,154-162,APR 1,2019,"Ameen, Asif | Tang, Chaochen | Liu, Jintong | Han, Lipu | Xie, Guang Hui",Sandy wasteland | Nitrogen rate | Harvest time | Biomass quality | Theoretical ethanol yield | Soil NO3- content,10.1016/j.fcr.2019.03.009,NA,HS6KW,0378-4290,NA,switchgrass as forage and biofuel feedstock: effect of nitrogen fertilization rate on the quality of biomass harvested in late summer and early fall
WOS:000451598900279,Predicting Profile Soil Properties with Reflectance Spectra via Bayesian Covariate-Assisted External Parameter Orthogonalization,SENSORS,11,18,,NOV,2018,"Veum, Kristen S. | Parker, Paul A. | Sudduth, Kenneth A. | Holan, Scott H.",Bayesian Lasso | diffuse reflectance spectroscopy | external parameter orthogonalization | partial least squares regression | profile soil properties | proximal soil sensing | soil carbon | soil texture,10.3390/s18113869,NA,HC1YJ,1424-8220,NA,predicting profile soil properties with reflectance spectra via bayesian covariate-assisted external parameter orthogonalization
WOS:000419530200001,Comparison of performance of tile drainage routines in SWAT 2009 and 2012 in an extensively tile-drained watershed in the Midwest,HYDROLOGY AND EARTH SYSTEM SCIENCES,1,22,89-110,JAN 8,2018,"Guo, Tian | Gitau, Margaret | Merwade, Venkatesh | Arnold, Jeffrey | Srinivasan, Raghavan | Hirschi, Michael | Engel, Bernard",,10.5194/hess-22-89-2018,NA,FS1IT,1027-5606,NA,comparison of performance of tile drainage routines in swat 2009 and 2012 in an extensively tile-drained watershed in the midwest
WOS:000449901100023,Evaluating best management practices to lower selenium and nitrate in groundwater and streams in an irrigated river valley using a calibrated fate and reactive transport model,JOURNAL OF HYDROLOGY,NA,566,299-312,NOV,2018,"Shultz, Christopher D. | Gates, Timothy K. | Bailey, Ryan T.",Selenium | Nitrate | Modeling | Groundwater-surface water interactions | Nonpoint source pollution | Best management practices | Irrigation,10.1016/j.jhydrol.2018.09.005,NA,HA0MC,0022-1694,NA,evaluating best management practices to lower selenium and nitrate in groundwater and streams in an irrigated river valley using a calibrated fate and reactive transport model
WOS:000467513000009,"NU-Spidercam: A large-scale, cable-driven, integrated sensing and robotic system for advanced phenotyping, remote sensing, and agronomic research",COMPUTERS AND ELECTRONICS IN AGRICULTURE,NA,160,71-81,MAY,2019,"Bai, Geng | Ge, Yufeng | Scoby, David | Leavitt, Bryan | Stoerger, Vincent | Kirchgessner, Norbert | Irmak, Suat | Graef, George | Schnable, James | Awada, Tala",Image analysis | Multispectral imagery | Thermal infrared imagery | LiDAR | Reflectance spectra,10.1016/j.compag.2019.03.009,NA,HX6KR,0168-1699,NA,"nu-spidercam: a large-scale, cable-driven, integrated sensing and robotic system for advanced phenotyping, remote sensing, and agronomic research"
WOS:000456278600005,Integration of hydrogeophysical datasets and empirical orthogonal functions for improved irrigation water management,PRECISION AGRICULTURE,1,20,78-100,FEB,2019,"Finkenbiner, Catherine E. | Franz, Trenton E. | Gibson, Justin | Heeren, Derek M. | Luck, Joe",Water use efficiency | Soil hydraulic parameters | Irrigation management | Soil spatial variability,10.1007/s11119-018-9582-5,NA,HI2MF,1385-2256,NA,integration of hydrogeophysical datasets and empirical orthogonal functions for improved irrigation water management
WOS:000462540400030,Improving In-Situ Estimation of Soil Profile Properties Using a Multi-Sensor Probe,SENSORS,5,19,,MAR 1,2019,"Pei, Xiaoshuai | Sudduth, Kenneth A. | Veum, Kristen S. | Li, Minzan",diffuse reflectance spectroscopy | precision agriculture | profile soil properties | proximal soil sensing | in-situ sensing,10.3390/s19051011,NA,HQ6PO,1424-8220,NA,improving in-situ estimation of soil profile properties using a multi-sensor probe
WOS:000477912900003,Species composition influences soil nutrient depletion and plant physiology in prairie agroenergy feedstocks,ECOSPHERE,7,10,,JUL,2019,"Sherrard, Mark E. | Elgersma, Kenneth J. | Koos, Jordan M. A. | Kokemuller, Catherine M. | Dietz, Hannah E. | Glidden, Alec J. | Carr, Christina M. | Cambardella, Cynthia A.",chlorophyll concentration | leaf N | photosynthesis | prairie agroenergy feedstocks | soil nutrients | switchgrass,10.1002/ecs2.2805,NA,IM3RQ,2150-8925,NA,species composition influences soil nutrient depletion and plant physiology in prairie agroenergy feedstocks
WOS:000430784700038,Effectiveness of a newly reconstructed floodplain oxbow to reduce NO3-N loads from a spring flood,JOURNAL OF ENVIRONMENTAL MANAGEMENT,NA,215,385-393,JUN 1,2018,"Schilling, Keith E. | Haines, Bryce J. | Jones, Christopher S. | St Clair, Martin",Floodplain | Oxbow | Nitrate-nitrogen | Nutrient reduction | Denitrification | Reconstruction,10.1016/j.jenvman.2018.03.070,NA,GD8TJ,0301-4797,NA,effectiveness of a newly reconstructed floodplain oxbow to reduce no3-n loads from a spring flood
