"Res_key","Paper_id","Duration","Loc_multi_results","Response_var","RV_depth","RV_year","Response_var_units","Stat_test","Stat_type","Trt1","Trt1_int","Trt1_int2","Trt1_value","Trt2","Trt2_int","Trt2_int2","Trt2_value","significance","finelevel_group","Trt_1name","Trt1_details","Trt_2name","Trt2_details","group_level1","group_level2","group_level3","pm_group1","pm_group2","Review"
"644",92,"2001-1",2,"Fusarium oxysporium soil colony forming unit (0-15 cm depth)",NA,"1","CFU x 10^2","Duncans","mean",0,2,NA,"163",1,2,NA,128,"ns","untreated_seedFbio","untreated","untreated soybean (chisel plow)","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Pests","Pathogens","Soybeans (pathogens in soil)","Fungicide","Seed","Early Season Pest Management"
"645",92,"2001-1",1,"Fusarium solani soil colony forming unit (0-15 cm depth)",NA,"1","CFU x 10^2","Duncans","mean",0,3,NA,"32",1,3,NA,34,"ns","untreated_seedFbio","untreated","untreated soybean (moldboard plot)","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Pests","Pathogens","Soybeans (pathogens in soil)","Fungicide","Seed","Early Season Pest Management"
"646",92,"2001-1",2,"Fusarium solani soil colony forming unit (0-15 cm depth)",NA,"1","CFU x 10^2","Duncans","mean",0,3,NA,"15",1,3,NA,13,"ns","untreated_seedFbio","untreated","untreated soybean (moldboard plot)","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Pests","Pathogens","Soybeans (pathogens in soil)","Fungicide","Seed","Early Season Pest Management"
"647",92,"2001-1",1,"Fusarium oxysporium soil colony forming unit (0-15 cm depth)",NA,"1","CFU x 10^2","Duncans","mean",0,3,NA,"40",1,3,NA,29,"ns","untreated_seedFbio","untreated","untreated soybean (moldboard plot)","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Pests","Pathogens","Soybeans (pathogens in soil)","Fungicide","Seed","Early Season Pest Management"
"648",92,"2001-1",2,"Fusarium oxysporium soil colony forming unit (0-15 cm depth)",NA,"1","CFU x 10^2","Duncans","mean",0,3,NA,"153",1,3,NA,96,"0.05","untreated_seedFbio","untreated","untreated soybean (moldboard plot)","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Pests","Pathogens","Soybeans (pathogens in soil)","Fungicide","Seed","Early Season Pest Management"
"649",92,"2001-1",1,"NDVI (normalized difference vegetation index)",NA,"1","index","Duncans","mean",0,NA,NA,"0.897",1,NA,NA,0.898,"ns","untreated_seedFbio","untreated","untreated soybean","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Crop Yields","Crop Growth","Soybean (greenness/chlorophyll content) ","Fungicide","Seed","Early Season Pest Management"
"650",92,"2001-1",2,"NDVI (normalized difference vegetation index)",NA,"1","index","Duncans","mean",0,NA,NA,"0.916",1,NA,NA,0.938,"0.05","untreated_seedFbio","untreated","untreated soybean","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Crop Yields","Crop Growth","Soybean (greenness/chlorophyll content) ","Fungicide","Seed","Early Season Pest Management"
"651",92,"2001-1",1,"SRVI (simple ratio vegetation index)",NA,"1","index","Duncans","mean",0,NA,NA,"18.5",1,NA,NA,18.9,"ns","untreated_seedFbio","untreated","untreated soybean","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Crop Yields","Crop Growth","Soybean (greenness/chlorophyll content) ","Fungicide","Seed","Early Season Pest Management"
"652",92,"2001-1",2,"SRVI (simple ratio vegetation index)",NA,"1","index","Duncans","mean",0,NA,NA,"23.4",1,NA,NA,31.1,"0.05","untreated_seedFbio","untreated","untreated soybean","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Crop Yields","Crop Growth","Soybean (greenness/chlorophyll content) ","Fungicide","Seed","Early Season Pest Management"
"653",92,"2001-1",1,"leaf area index (July 26, 2001)",NA,"1","index","Duncans","mean",0,NA,NA,"2.58",1,NA,NA,2.48,"ns","untreated_seedFbio","untreated","untreated soybean","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Crop Yields","Crop Growth","Soybean (greenness/chlorophyll content) ","Fungicide","Seed","Early Season Pest Management"
"654",92,"2001-1",2,"leaf area index (July 26, 2001)",NA,"1","index","Duncans","mean",0,NA,NA,"3.46",1,NA,NA,4.35,"0.05","untreated_seedFbio","untreated","untreated soybean","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Crop Yields","Crop Growth","Soybean (greenness/chlorophyll content) ","Fungicide","Seed","Early Season Pest Management"
"655",92,"2001-1",1,"soybean plant height",NA,"1","cm","Duncans","mean",0,NA,NA,"75.7",1,NA,NA,75.4,"ns","untreated_seedFbio","untreated","untreated soybean","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Crop Yields","Crop Growth","Soybean (crop height)","Fungicide","Seed","Early Season Pest Management"
"656",92,"2001-1",2,"soybean plant height",NA,"1","cm","Duncans","mean",0,NA,NA,"74.2",1,NA,NA,84.6,"0.05","untreated_seedFbio","untreated","untreated soybean","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Crop Yields","Crop Growth","Soybean (crop height)","Fungicide","Seed","Early Season Pest Management"
"657",92,"2001-1",1,"soybean disease severity at V4 growth",NA,"1","scale of 1 (no disease) to 9 (dead plant)","Duncans","mean",0,NA,NA,"4",1,NA,NA,3.2,"0.05","untreated_seedFbio","untreated","untreated soybean","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Pests","Pathogens","Soybean (infection of leaf tissue)","Fungicide","Seed","Early Season Pest Management"
"658",92,"2001-1",2,"soybean disease severity at V4 growth",NA,"1","scale of 1 (no disease) to 9 (dead plant)","Duncans","mean",0,NA,NA,"4.1",1,NA,NA,3.3,"0.05","untreated_seedFbio","untreated","untreated soybean","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Pests","Pathogens","Soybean (infection of leaf tissue)","Fungicide","Seed","Early Season Pest Management"
"659",92,"2001-1",1,"soybean grain yield",NA,"1","kg/ha","Duncans","mean",0,NA,NA,"2938",1,NA,NA,2883,"ns","untreated_seedFbio","untreated","untreated soybean","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Crop Yields","Grain Production","Soybean","Fungicide","Seed","Early Season Pest Management"
"660",92,"2001-1",2,"soybean grain yield",NA,"1","kg/ha","Duncans","mean",0,NA,NA,"2299",1,NA,NA,3016,"0.05","untreated_seedFbio","untreated","untreated soybean","Bacillus subtilis MB1600 (biofungicide); Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria)","soybean with Bacillus subtilis MB1600 (biofungicide) and Bradyrhizobium japonicum RCR3407 (nitrogen fixing bacteria) in a peat carrier inoculant (chisel plow)","Crop Yields","Grain Production","Soybean","Fungicide","Seed","Early Season Pest Management"
"661",75,"2002-2",0,"maize stand count",NA,"1;2","# plants / ha","LSMeans","mean",0,NA,NA,"367319",1,NA,NA,346792,"ns","untreated_seedF","untreated","untreated maize seed","captan","fungicide seed treatment, captan (0.06 g ai / kg seed)","Crop Yields","Stand Count","Corn","Fungicide","Seed","Early Season Pest Management"
"662",75,"2002-2",0,"maize yield",NA,"1;2","mg / ha","LSMeans","mean",0,NA,NA,"3.45",1,NA,NA,3.4,"ns","untreated_seedF","untreated","untreated maize seed","captan","fungicide seed treatment, captan (0.06 g ai / kg seed)","Crop Yields","Grain Production","Corn","Fungicide","Seed","Early Season Pest Management"
"663",75,"2002-2",0,"maize stand count",NA,"1;2","# plants / ha","LSMeans","mean",0,NA,NA,"367319",4,NA,NA,346477,"ns","untreated_seedF","untreated","untreated maize seed","captan; pentachloronitrobenzene; thiabendazole","captan (0.06 g ai / kg seed)/pentachloronitrobenzene (0.26 g / ai / kg seed)/thiabendazole (0.03 g ai / kg seed)","Crop Yields","Stand Count","Corn","Fungicide","Seed","Early Season Pest Management"
"664",75,"2002-2",0,"maize yield",NA,"1;2","mg / ha","LSMeans","mean",0,NA,NA,"3.45",4,NA,NA,3.48,"ns","untreated_seedF","untreated","untreated maize seed","captan; pentachloronitrobenzene; thiabendazole","captan (0.06 g ai / kg seed)/pentachloronitrobenzene (0.26 g / ai / kg seed)/thiabendazole (0.03 g ai / kg seed)","Crop Yields","Grain Production","Corn","Fungicide","Seed","Early Season Pest Management"
"665",79,"1997-2",0,"photosynthetic rates of seedling soybean",NA,"2","mmol CO2 per meter square per second","LSD","mean",0,NA,NA,"27.2",3,NA,NA,27.1,"ns","untreated_foliarI","untreated","untreated soybean","carbaryl (Sevin)","foliar application of carbaryl (0.818 kg ai/ha, Sevin) at V4 stage","Crop Yields","Crop Growth","Soybean (seedling development)","Other Insecticides","Foliar","Early Season Pest Management"
"666",79,"1997-2",0,"photosynthetic rates of seedling soybean",NA,"2","mmol CO2 per meter square per second","LSD","sem",0,NA,NA,"1.07",3,NA,NA,1.2,"ns","untreated_foliarI","untreated","untreated soybean","carbaryl (Sevin)","foliar application of carbaryl (0.818 kg ai/ha, Sevin) at V4 stage","Crop Yields","Crop Growth","Soybean (seedling development)","Other Insecticides","Foliar","Early Season Pest Management"
"667",79,"1997-2",0,"stomatal conductance of seedling soybean",NA,"2","mmol H2O per meter square per second","LSD","mean",0,NA,NA,"260.75",3,NA,NA,258.75,"ns","untreated_foliarI","untreated","untreated soybean","carbaryl (Sevin)","foliar application of carbaryl (0.818 kg ai/ha, Sevin) at V4 stage","Crop Yields","Crop Growth","Soybean (seedling development)","Other Insecticides","Foliar","Early Season Pest Management"
"668",79,"1997-2",0,"stomatal conductance of seedling soybean",NA,"2","mmol H2O per meter square per second","LSD","sem",0,NA,NA,"6.73",3,NA,NA,6.58,"ns","untreated_foliarI","untreated","untreated soybean","carbaryl (Sevin)","foliar application of carbaryl (0.818 kg ai/ha, Sevin) at V4 stage","Crop Yields","Crop Growth","Soybean (seedling development)","Other Insecticides","Foliar","Early Season Pest Management"
"669",79,"1997-2",0,"transpiration rates of seedling soybean",NA,"2","mmol H2O per centimeter square per second","LSD","mean",0,NA,NA,"10.55",3,NA,NA,10.68,"ns","untreated_foliarI","untreated","untreated soybean","carbaryl (Sevin)","foliar application of carbaryl (0.818 kg ai/ha, Sevin) at V4 stage","Crop Yields","Crop Growth","Soybean (seedling development)","Other Insecticides","Foliar","Early Season Pest Management"
"670",79,"1997-2",0,"transpiration rates of seedling soybean",NA,"2","mmol H2O per centimeter square per second","LSD","sem",0,NA,NA,"0.29",3,NA,NA,0.35,"ns","untreated_foliarI","untreated","untreated soybean","carbaryl (Sevin)","foliar application of carbaryl (0.818 kg ai/ha, Sevin) at V4 stage","Crop Yields","Crop Growth","Soybean (seedling development)","Other Insecticides","Foliar","Early Season Pest Management"
"671",78,"1991-1",6,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",10,23,NA,"141",17,23,NA,143,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","carbofurans","T-band organophosphate (carbofurans 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Other Insecticides","Soil","Early Season Pest Management"
"672",78,"1991-1",6,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",10,24,NA,"151",17,24,NA,153,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","carbofurans","T-band organophosphate (carbofurans 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Other Insecticides","Soil","Early Season Pest Management"
"673",78,"1991-1",6,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",10,25,NA,"152",17,25,NA,155,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","carbofurans","T-band organophosphate (carbofurans 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Other Insecticides","Soil","Early Season Pest Management"
"674",78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",10,20,23,"0",17,20,23,0,"ns","untreated_furrowI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","carbofurans","in-furrow organophosphate (carbofurans 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Other Insecticides","Soil","Early Season Pest Management"
"675",78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",10,20,24,"0",17,20,24,0,"ns","untreated_furrowI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","carbofurans","in-furrow organophosphate (carbofurans 15% ai granule applied at 0.11 g ai/m), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Other Insecticides","Soil","Early Season Pest Management"
"676",78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",10,20,25,"2",17,20,25,2,"ns","untreated_furrowI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","carbofurans","in-furrow organophosphate (carbofurans 15% ai granule applied at 0.11 g ai/m), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Other Insecticides","Soil","Early Season Pest Management"
"677",78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",10,21,23,"0",17,21,23,0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","carbofurans","T-band organophosphate (carbofurans 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Other Insecticides","Soil","Early Season Pest Management"
"678",78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",10,21,24,"0",17,21,24,0,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","carbofurans","T-band organophosphate (carbofurans 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Other Insecticides","Soil","Early Season Pest Management"
"679",78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,"1","%","LSD","mean",10,21,25,"3",17,21,25,0,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","carbofurans","T-band organophosphate (carbofurans 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Other Insecticides","Soil","Early Season Pest Management"
"680",78,"1991-1",6,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",10,23,NA,"141",18,23,NA,138,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","chlorethoxyfos","T-band organophosphate (chlorethoxyfos 5% ai granule applied at 0.028 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
"681",78,"1991-1",6,"maize grain yield",NA,"1","100 kg/ha","LSD","mean",10,24,NA,"151",18,24,NA,154,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","chlorethoxyfos","T-band organophosphate (chlorethoxyfos 5% ai granule applied at 0.028 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management"
