Res_key,Review_id,Paper_id,Duration,Loc_multi_results,Response_var,RV_trtspecifics,RV_depth,RV_year,Response_var_units,Stat_test,Stat_type,Trt1,Trt1_int,Trt1_int2,Trt1_value,Trt2,Trt2_int,Trt2_int2,Trt2_value,significance,finelevel_group,Trt1_name,Trt1_details,Trt2_name,Trt2_details,Tillage_1,Tillage_2,group_level1,group_level2,group_level3,per_change,actual_diff,sample_depth,sample_year,nutrient_groups,Trt_1name,Trt_2name,Trt_compare,Review
119,,124,2010-2,0,maize nitrogen uptake,,,1,kg N/ha,Scheffe,mean,0,3,5,143,1,3,5,192,0.05,preplant_V6,"preemergence, 90 kg N/ha, without nitrapyrin inhibitor","preemergence, 90 kg N/ha, without nitrapyrin inhibitor","sidedress, 90 kg N/ha, without nitrapyrin inhibitor","sidedress, 90 kg N/ha, without nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,34.26573427,49,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
119,,124,2010-2,0,maize nitrogen uptake,,,2,kg N/ha,Scheffe,mean,0,3,5,143,1,3,5,192,0.05,preplant_V6,"preemergence, 90 kg N/ha, without nitrapyrin inhibitor","preemergence, 90 kg N/ha, without nitrapyrin inhibitor","sidedress, 90 kg N/ha, without nitrapyrin inhibitor","sidedress, 90 kg N/ha, without nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,34.26573427,49,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
120,,124,2010-2,0,maize nitrogen uptake,,,1,kg N/ha,Scheffe,mean,0,4,5,202,1,4,5,206,ns,preplant_V6,"preemergence, 180 kg N/ha, without nitrapyrin inhibitor","preemergence, 180 kg N/ha, without nitrapyrin inhibitor","sidedress, 180 kg N/ha, without nitrapyrin inhibitor","sidedress, 180 kg N/ha, without nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,1.98019802,4,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
120,,124,2010-2,0,maize nitrogen uptake,,,2,kg N/ha,Scheffe,mean,0,4,5,202,1,4,5,206,ns,preplant_V6,"preemergence, 180 kg N/ha, without nitrapyrin inhibitor","preemergence, 180 kg N/ha, without nitrapyrin inhibitor","sidedress, 180 kg N/ha, without nitrapyrin inhibitor","sidedress, 180 kg N/ha, without nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,1.98019802,4,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
121,,124,2010-2,0,maize nitrogen uptake,,,1,kg N/ha,Scheffe,mean,0,2,6,109,1,2,6,118,ns,preplant_V6,"preemergence, 0 kg N/ha, with nitrapyrin inhibitor","preemergence, 0 kg N/ha, with nitrapyrin inhibitor","sidedress, 0 kg N/ha, with nitrapyrin inhibitor","sidedress, 0 kg N/ha, with nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,8.256880734,9,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
121,,124,2010-2,0,maize nitrogen uptake,,,2,kg N/ha,Scheffe,mean,0,2,6,109,1,2,6,118,ns,preplant_V6,"preemergence, 0 kg N/ha, with nitrapyrin inhibitor","preemergence, 0 kg N/ha, with nitrapyrin inhibitor","sidedress, 0 kg N/ha, with nitrapyrin inhibitor","sidedress, 0 kg N/ha, with nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,8.256880734,9,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
122,,124,2010-2,0,maize nitrogen uptake,,,1,kg N/ha,Scheffe,mean,0,3,6,163,1,3,6,181,ns,preplant_V6,"preemergence, 90 kg N/ha, with nitrapyrin inhibitor","preemergence, 90 kg N/ha, with nitrapyrin inhibitor","sidedress, 90 kg N/ha, with nitrapyrin inhibitor","sidedress, 90 kg N/ha, with nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,11.04294479,18,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
122,,124,2010-2,0,maize nitrogen uptake,,,2,kg N/ha,Scheffe,mean,0,3,6,163,1,3,6,181,ns,preplant_V6,"preemergence, 90 kg N/ha, with nitrapyrin inhibitor","preemergence, 90 kg N/ha, with nitrapyrin inhibitor","sidedress, 90 kg N/ha, with nitrapyrin inhibitor","sidedress, 90 kg N/ha, with nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,11.04294479,18,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
123,,124,2010-2,0,maize nitrogen uptake,,,1,kg N/ha,Scheffe,mean,0,4,6,220,1,4,6,224,ns,preplant_V6,"preemergence, 180 kg N/ha, with nitrapyrin inhibitor","preemergence, 180 kg N/ha, with nitrapyrin inhibitor","sidedress, 180 kg N/ha, with nitrapyrin inhibitor","sidedress, 180 kg N/ha, with nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,1.818181818,4,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
123,,124,2010-2,0,maize nitrogen uptake,,,2,kg N/ha,Scheffe,mean,0,4,6,220,1,4,6,224,ns,preplant_V6,"preemergence, 180 kg N/ha, with nitrapyrin inhibitor","preemergence, 180 kg N/ha, with nitrapyrin inhibitor","sidedress, 180 kg N/ha, with nitrapyrin inhibitor","sidedress, 180 kg N/ha, with nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Corn nitrogen content of aboveground biomass,1.818181818,4,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
124,,124,2010-2,0,maize grain yield,,,1,Mg/ha,Scheffe,mean,0,2,5,6.4,1,2,5,6.5,ns,preplant_V6,"preemergence, 0 kg N/ha, without nitrapyrin inhibitor","preemergence, 0 kg N/ha, without nitrapyrin inhibitor","sidedress, 0 kg N/ha, without nitrapyrin inhibitor","sidedress, 0 kg N/ha, without nitrapyrin inhibitor",,,Crop Yields,Grain Yields,Corn,1.5625,0.1,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
124,,124,2010-2,0,maize grain yield,,,2,Mg/ha,Scheffe,mean,0,2,5,6.4,1,2,5,6.5,ns,preplant_V6,"preemergence, 0 kg N/ha, without nitrapyrin inhibitor","preemergence, 0 kg N/ha, without nitrapyrin inhibitor","sidedress, 0 kg N/ha, without nitrapyrin inhibitor","sidedress, 0 kg N/ha, without nitrapyrin inhibitor",,,Crop Yields,Grain Yields,Corn,1.5625,0.1,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
125,,124,2010-2,0,maize grain yield,,,1,Mg/ha,Scheffe,mean,0,3,5,9.3,1,3,5,10.1,ns,preplant_V6,"preemergence, 90 kg N/ha, without nitrapyrin inhibitor","preemergence, 90 kg N/ha, without nitrapyrin inhibitor","sidedress, 90 kg N/ha, without nitrapyrin inhibitor","sidedress, 90 kg N/ha, without nitrapyrin inhibitor",,,Crop Yields,Grain Yields,Corn,8.602150538,0.8,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
125,,124,2010-2,0,maize grain yield,,,2,Mg/ha,Scheffe,mean,0,3,5,9.3,1,3,5,10.1,ns,preplant_V6,"preemergence, 90 kg N/ha, without nitrapyrin inhibitor","preemergence, 90 kg N/ha, without nitrapyrin inhibitor","sidedress, 90 kg N/ha, without nitrapyrin inhibitor","sidedress, 90 kg N/ha, without nitrapyrin inhibitor",,,Crop Yields,Grain Yields,Corn,8.602150538,0.8,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
126,,124,2010-2,0,maize grain yield,,,1,Mg/ha,Scheffe,mean,0,4,5,12,1,4,5,12.2,ns,preplant_V6,"preemergence, 180 kg N/ha, without nitrapyrin inhibitor","preemergence, 180 kg N/ha, without nitrapyrin inhibitor","sidedress, 180 kg N/ha, without nitrapyrin inhibitor","sidedress, 180 kg N/ha, without nitrapyrin inhibitor",,,Crop Yields,Grain Yields,Corn,1.666666667,0.2,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
126,,124,2010-2,0,maize grain yield,,,2,Mg/ha,Scheffe,mean,0,4,5,12,1,4,5,12.2,ns,preplant_V6,"preemergence, 180 kg N/ha, without nitrapyrin inhibitor","preemergence, 180 kg N/ha, without nitrapyrin inhibitor","sidedress, 180 kg N/ha, without nitrapyrin inhibitor","sidedress, 180 kg N/ha, without nitrapyrin inhibitor",,,Crop Yields,Grain Yields,Corn,1.666666667,0.2,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
127,,124,2010-2,0,maize grain yield,,,1,Mg/ha,Scheffe,mean,0,2,6,6.2,1,2,6,6.2,ns,preplant_V6,"preemergence, 0 kg N/ha, with nitrapyrin inhibitor","preemergence, 0 kg N/ha, with nitrapyrin inhibitor","sidedress, 0 kg N/ha, with nitrapyrin inhibitor","sidedress, 0 kg N/ha, with nitrapyrin inhibitor",,,Crop Yields,Grain Yields,Corn,0,0,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
127,,124,2010-2,0,maize grain yield,,,2,Mg/ha,Scheffe,mean,0,2,6,6.2,1,2,6,6.2,ns,preplant_V6,"preemergence, 0 kg N/ha, with nitrapyrin inhibitor","preemergence, 0 kg N/ha, with nitrapyrin inhibitor","sidedress, 0 kg N/ha, with nitrapyrin inhibitor","sidedress, 0 kg N/ha, with nitrapyrin inhibitor",,,Crop Yields,Grain Yields,Corn,0,0,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
128,,124,2010-2,0,maize grain yield,,,1,Mg/ha,Scheffe,mean,0,3,6,9.9,1,3,6,10.5,ns,preplant_V6,"preemergence, 90 kg N/ha, with nitrapyrin inhibitor","preemergence, 90 kg N/ha, with nitrapyrin inhibitor","sidedress, 90 kg N/ha, with nitrapyrin inhibitor","sidedress, 90 kg N/ha, with nitrapyrin inhibitor",,,Crop Yields,Grain Yields,Corn,6.060606061,0.6,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
128,,124,2010-2,0,maize grain yield,,,2,Mg/ha,Scheffe,mean,0,3,6,9.9,1,3,6,10.5,ns,preplant_V6,"preemergence, 90 kg N/ha, with nitrapyrin inhibitor","preemergence, 90 kg N/ha, with nitrapyrin inhibitor","sidedress, 90 kg N/ha, with nitrapyrin inhibitor","sidedress, 90 kg N/ha, with nitrapyrin inhibitor",,,Crop Yields,Grain Yields,Corn,6.060606061,0.6,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
129,,124,2010-2,0,maize grain yield,,,1,Mg/ha,Scheffe,mean,0,4,6,12.1,1,4,6,12.3,ns,preplant_V6,"preemergence, 180 kg N/ha, with nitrapyrin inhibitor","preemergence, 180 kg N/ha, with nitrapyrin inhibitor","sidedress, 180 kg N/ha, with nitrapyrin inhibitor","sidedress, 180 kg N/ha, with nitrapyrin inhibitor",,,Crop Yields,Grain Yields,Corn,1.652892562,0.2,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
129,,124,2010-2,0,maize grain yield,,,2,Mg/ha,Scheffe,mean,0,4,6,12.1,1,4,6,12.3,ns,preplant_V6,"preemergence, 180 kg N/ha, with nitrapyrin inhibitor","preemergence, 180 kg N/ha, with nitrapyrin inhibitor","sidedress, 180 kg N/ha, with nitrapyrin inhibitor","sidedress, 180 kg N/ha, with nitrapyrin inhibitor",,,Crop Yields,Grain Yields,Corn,1.652892562,0.2,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
130,,124,2010-2,0,harvest index,,,1,,Scheffe,mean,0,2,5,0.47,1,2,5,0.5,ns,preplant_V6,"preemergence, 0 kg N/ha, without nitrapyrin inhibitor","preemergence, 0 kg N/ha, without nitrapyrin inhibitor","sidedress, 0 kg N/ha, without nitrapyrin inhibitor","sidedress, 0 kg N/ha, without nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Crop nitrogen use efficiency,6.382978723,0.03,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
130,,124,2010-2,0,harvest index,,,2,,Scheffe,mean,0,2,5,0.47,1,2,5,0.5,ns,preplant_V6,"preemergence, 0 kg N/ha, without nitrapyrin inhibitor","preemergence, 0 kg N/ha, without nitrapyrin inhibitor","sidedress, 0 kg N/ha, without nitrapyrin inhibitor","sidedress, 0 kg N/ha, without nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Crop nitrogen use efficiency,6.382978723,0.03,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
131,,124,2010-2,0,harvest index,,,1,,Scheffe,mean,0,3,5,0.52,1,3,5,0.54,ns,preplant_V6,"preemergence, 90 kg N/ha, without nitrapyrin inhibitor","preemergence, 90 kg N/ha, without nitrapyrin inhibitor","sidedress, 90 kg N/ha, without nitrapyrin inhibitor","sidedress, 90 kg N/ha, without nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Crop nitrogen use efficiency,3.846153846,0.02,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
131,,124,2010-2,0,harvest index,,,2,,Scheffe,mean,0,3,5,0.52,1,3,5,0.54,ns,preplant_V6,"preemergence, 90 kg N/ha, without nitrapyrin inhibitor","preemergence, 90 kg N/ha, without nitrapyrin inhibitor","sidedress, 90 kg N/ha, without nitrapyrin inhibitor","sidedress, 90 kg N/ha, without nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Crop nitrogen use efficiency,3.846153846,0.02,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
132,,124,2010-2,0,harvest index,,,1,,Scheffe,mean,0,4,5,0.57,1,4,5,0.59,ns,preplant_V6,"preemergence, 180 kg N/ha, without nitrapyrin inhibitor","preemergence, 180 kg N/ha, without nitrapyrin inhibitor","sidedress, 180 kg N/ha, without nitrapyrin inhibitor","sidedress, 180 kg N/ha, without nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Crop nitrogen use efficiency,3.50877193,0.02,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
132,,124,2010-2,0,harvest index,,,2,,Scheffe,mean,0,4,5,0.57,1,4,5,0.59,ns,preplant_V6,"preemergence, 180 kg N/ha, without nitrapyrin inhibitor","preemergence, 180 kg N/ha, without nitrapyrin inhibitor","sidedress, 180 kg N/ha, without nitrapyrin inhibitor","sidedress, 180 kg N/ha, without nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Crop nitrogen use efficiency,3.50877193,0.02,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
133,,124,2010-2,0,harvest index,,,1,,Scheffe,mean,0,2,6,0.49,1,2,6,0.47,ns,preplant_V6,"preemergence, 0 kg N/ha, with nitrapyrin inhibitor","preemergence, 0 kg N/ha, with nitrapyrin inhibitor","sidedress, 0 kg N/ha, with nitrapyrin inhibitor","sidedress, 0 kg N/ha, with nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Crop nitrogen use efficiency,-4.081632653,-0.02,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
133,,124,2010-2,0,harvest index,,,2,,Scheffe,mean,0,2,6,0.49,1,2,6,0.47,ns,preplant_V6,"preemergence, 0 kg N/ha, with nitrapyrin inhibitor","preemergence, 0 kg N/ha, with nitrapyrin inhibitor","sidedress, 0 kg N/ha, with nitrapyrin inhibitor","sidedress, 0 kg N/ha, with nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Crop nitrogen use efficiency,-4.081632653,-0.02,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
134,,124,2010-2,0,harvest index,,,1,,Scheffe,mean,0,3,6,0.52,1,3,6,0.54,ns,preplant_V6,"preemergence, 90 kg N/ha, with nitrapyrin inhibitor","preemergence, 90 kg N/ha, with nitrapyrin inhibitor","sidedress, 90 kg N/ha, with nitrapyrin inhibitor","sidedress, 90 kg N/ha, with nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Crop nitrogen use efficiency,3.846153846,0.02,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
134,,124,2010-2,0,harvest index,,,2,,Scheffe,mean,0,3,6,0.52,1,3,6,0.54,ns,preplant_V6,"preemergence, 90 kg N/ha, with nitrapyrin inhibitor","preemergence, 90 kg N/ha, with nitrapyrin inhibitor","sidedress, 90 kg N/ha, with nitrapyrin inhibitor","sidedress, 90 kg N/ha, with nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Crop nitrogen use efficiency,3.846153846,0.02,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
135,,124,2010-2,0,harvest index,,,1,,Scheffe,mean,0,4,6,0.56,1,4,6,0.55,ns,preplant_V6,"preemergence, 180 kg N/ha, with nitrapyrin inhibitor","preemergence, 180 kg N/ha, with nitrapyrin inhibitor","sidedress, 180 kg N/ha, with nitrapyrin inhibitor","sidedress, 180 kg N/ha, with nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Crop nitrogen use efficiency,-1.785714286,-0.01,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
135,,124,2010-2,0,harvest index,,,2,,Scheffe,mean,0,4,6,0.56,1,4,6,0.55,ns,preplant_V6,"preemergence, 180 kg N/ha, with nitrapyrin inhibitor","preemergence, 180 kg N/ha, with nitrapyrin inhibitor","sidedress, 180 kg N/ha, with nitrapyrin inhibitor","sidedress, 180 kg N/ha, with nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Crop nitrogen use efficiency,-1.785714286,-0.01,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
136,,124,2010-2,0,nitrogen use efficiency,,,1,kg/kg,Scheffe,mean,0,3,5,32.5,1,3,5,40.4,ns,preplant_V6,"preemergence, 90 kg N/ha, without nitrapyrin inhibitor","preemergence, 90 kg N/ha, without nitrapyrin inhibitor","sidedress, 90 kg N/ha, without nitrapyrin inhibitor","sidedress, 90 kg N/ha, without nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Crop nitrogen use efficiency,24.30769231,7.9,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
136,,124,2010-2,0,nitrogen use efficiency,,,2,kg/kg,Scheffe,mean,0,3,5,32.5,1,3,5,40.4,ns,preplant_V6,"preemergence, 90 kg N/ha, without nitrapyrin inhibitor","preemergence, 90 kg N/ha, without nitrapyrin inhibitor","sidedress, 90 kg N/ha, without nitrapyrin inhibitor","sidedress, 90 kg N/ha, without nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Crop nitrogen use efficiency,24.30769231,7.9,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
137,,124,2010-2,0,nitrogen use efficiency,,,1,kg/kg,Scheffe,mean,0,4,5,30.8,1,4,5,31.6,ns,preplant_V6,"preemergence, 180 kg N/ha, without nitrapyrin inhibitor","preemergence, 180 kg N/ha, without nitrapyrin inhibitor","sidedress, 180 kg N/ha, without nitrapyrin inhibitor","sidedress, 180 kg N/ha, without nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Crop nitrogen use efficiency,2.597402597,0.8,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
137,,124,2010-2,0,nitrogen use efficiency,,,2,kg/kg,Scheffe,mean,0,4,5,30.8,1,4,5,31.6,ns,preplant_V6,"preemergence, 180 kg N/ha, without nitrapyrin inhibitor","preemergence, 180 kg N/ha, without nitrapyrin inhibitor","sidedress, 180 kg N/ha, without nitrapyrin inhibitor","sidedress, 180 kg N/ha, without nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Crop nitrogen use efficiency,2.597402597,0.8,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
138,,124,2010-2,0,nitrogen use efficiency,,,1,kg/kg,Scheffe,mean,0,3,6,41.7,1,3,6,47.6,ns,preplant_V6,"preemergence, 90 kg N/ha, with nitrapyrin inhibitor","preemergence, 90 kg N/ha, with nitrapyrin inhibitor","sidedress, 90 kg N/ha, with nitrapyrin inhibitor","sidedress, 90 kg N/ha, with nitrapyrin inhibitor",,,Crop Yields,Crop Nutrient Content,Crop nitrogen use efficiency,14.14868106,5.9,NA,,Application Timing,Preplant,Early Season,,Nutrient Management
