"Res_key","Paper_id","Duration","Loc_multi_results","Response_var","RV_depth","RV_year","Response_var_units","Stat_test","Stat_type","Trt1","Trt1_int","Trt1_int2","Trt1_value","Trt2","Trt2_int","Trt2_int2","Trt2_value","significance","finelevel_group","Trt_1name","Trt1_details","Trt_2name","Trt2_details","group_level1","group_level2","group_level3","pm_group1","pm_group2","Review","per_change","actual_diff"
674,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,20,23,0,17,20,23,0,"ns","untreated_furrowI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","carbofurans","in-furrow organophosphate (carbofurans 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Other Insecticides","Soil","Early Season Pest Management",0,0
675,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,20,24,0,17,20,24,0,"ns","untreated_furrowI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","carbofurans","in-furrow organophosphate (carbofurans 15% ai granule applied at 0.11 g ai/m), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Other Insecticides","Soil","Early Season Pest Management",0,0
676,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,20,25,2,17,20,25,2,"ns","untreated_furrowI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","carbofurans","in-furrow organophosphate (carbofurans 15% ai granule applied at 0.11 g ai/m), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Other Insecticides","Soil","Early Season Pest Management",0,0
677,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,21,23,0,17,21,23,0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","carbofurans","T-band organophosphate (carbofurans 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Other Insecticides","Soil","Early Season Pest Management",0,0
678,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,21,24,0,17,21,24,0,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","carbofurans","T-band organophosphate (carbofurans 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Other Insecticides","Soil","Early Season Pest Management",0,0
679,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,21,25,3,17,21,25,0,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","carbofurans","T-band organophosphate (carbofurans 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Other Insecticides","Soil","Early Season Pest Management",-100,-3
680,78,"1991-1",6,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",10,23,NA,141,18,23,NA,138,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","chlorethoxyfos","T-band organophosphate (chlorethoxyfos 5% ai granule applied at 0.028 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-2.12765957446809,-3
681,78,"1991-1",6,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",10,24,NA,151,18,24,NA,154,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","chlorethoxyfos","T-band organophosphate (chlorethoxyfos 5% ai granule applied at 0.028 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",1.98675496688742,3
682,78,"1991-1",6,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",10,25,NA,152,18,25,NA,160,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","chlorethoxyfos","T-band organophosphate (chlorethoxyfos 5% ai granule applied at 0.028 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",5.26315789473684,8
683,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,20,23,0,18,20,23,0,"ns","untreated_furrowI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","chlorethoxyfos","in-furrow organophosphate (chlorethoxyfos 5% ai granule applied at 0.028 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
684,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,20,24,0,18,20,24,0,"ns","untreated_furrowI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","chlorethoxyfos","in-furrow organophosphate (chlorethoxyfos 5% ai granule applied at 0.028 g ai/m), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
685,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,20,25,2,18,20,25,0,"ns","untreated_furrowI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","chlorethoxyfos","in-furrow organophosphate (chlorethoxyfos 5% ai granule applied at 0.028 g ai/m), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-100,-2
686,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,21,23,0,18,21,23,0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","chlorethoxyfos","T-band organophosphate (chlorethoxyfos 5% ai granule applied at 0.028 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
687,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,21,24,0,18,21,24,2,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","chlorethoxyfos","T-band organophosphate (chlorethoxyfos 5% ai granule applied at 0.028 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",200,2
688,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,21,25,3,18,21,25,0,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","chlorethoxyfos","T-band organophosphate (chlorethoxyfos 5% ai granule applied at 0.028 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-100,-3
689,94,"1992-2",0,"maize stand count",NA,1,"#","BLSD","mean",0,NA,NA,29,2,NA,NA,25,"ns","untreated_seedF","untreated","untreated maize (sweet)","chlorothalonil","maize (sweet) treated with chlorothalonil (1.0 g ai/kg) seed treatment","Crop Yields","Stand Count","Corn","Fungicide","Seed","Early Season Pest Management",-13.7931034482759,-4
689,94,"1992-2",0,"maize stand count",NA,2,"#","BLSD","mean",0,NA,NA,29,2,NA,NA,25,"ns","untreated_seedF","untreated","untreated maize (sweet)","chlorothalonil","maize (sweet) treated with chlorothalonil (1.0 g ai/kg) seed treatment","Crop Yields","Stand Count","Corn","Fungicide","Seed","Early Season Pest Management",-13.7931034482759,-4
690,94,"1992-2",0,"maize plant height",NA,1,"cm","BLSD","mean",0,NA,NA,29,2,NA,NA,27,"ns","untreated_seedF","untreated","untreated maize (sweet)","chlorothalonil","maize (sweet) treated with chlorothalonil (1.0 g ai/kg) seed treatment","Crop Yields","Crop Growth","Corn (crop height)","Fungicide","Seed","Early Season Pest Management",-6.89655172413793,-2
690,94,"1992-2",0,"maize plant height",NA,2,"cm","BLSD","mean",0,NA,NA,29,2,NA,NA,27,"ns","untreated_seedF","untreated","untreated maize (sweet)","chlorothalonil","maize (sweet) treated with chlorothalonil (1.0 g ai/kg) seed treatment","Crop Yields","Crop Growth","Corn (crop height)","Fungicide","Seed","Early Season Pest Management",-6.89655172413793,-2
691,74,"1989-2",0,"maize plant death due to black cutworms",NA,1,"#","Fisher's LSD","mean",0,NA,NA,23.6,7,NA,NA,4.6,"0.05","untreated_bandI","untreated","untreated maize seed","chlorphyrifos (Lorsban 15G)","banded insecticide, chlorpyrifos (113 g ai/ha, Lorsban 15G)","Crop Yields","Crop Damage","Invertebrate damage in corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-80.5084745762712,-19
693,74,"1989-2",0,"maize plant death due to black cutworms",NA,1,"#","Fisher's LSD","mean",0,NA,NA,23.6,2,NA,NA,4.4,"0.05","untreated_bandI","untreated","untreated maize seed","chlorphyrifos (Lorsban 15G)","banded insecticide, chlorpyrifos (226 g ai/ha, Lorsban 15G)","Crop Yields","Crop Damage","Invertebrate damage in corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-81.3559322033898,-19.2
695,74,"1989-2",0,"maize plant death due to black cutworms",NA,2,"#","Fisher's LSD","mean",0,NA,NA,25.7,20,NA,NA,3.8,"0.05","untreated_bandI","untreated","untreated maize seed","chlorphyrifos (Lorsban 15G)","banded insecticide, chlorpyrifos (226 g ai/ha, Lorsban 15G)","Crop Yields","Crop Damage","Invertebrate damage in corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-85.2140077821012,-21.9
697,79,"1997-2",0,"photosynthetic rates of seedling soybean",NA,1,"mmol CO2 per meter square per second","LSD","mean",0,NA,NA,16.6,1,NA,NA,16.7,"ns","untreated_foliarI","untreated","untreated soybean","chlorphyrifos (Lorsban)","foliar application of chlorpyrifos (0.56 kg ai/ha, Lorsban) at V4 stage","Crop Yields","Crop Growth","Soybean (seedling development)","Organophosphate (Insecticide)","Foliar","Early Season Pest Management",0.602409638554204,0.0999999999999979
699,79,"1997-2",0,"photosynthetic rates of seedling soybean",NA,2,"mmol CO2 per meter square per second","LSD","mean",0,NA,NA,27.2,1,NA,NA,26.4,"ns","untreated_foliarI","untreated","untreated soybean","chlorphyrifos (Lorsban)","foliar application of chlorpyrifos (0.56 kg ai/ha, Lorsban) at V4 stage","Crop Yields","Crop Growth","Soybean (seedling development)","Organophosphate (Insecticide)","Foliar","Early Season Pest Management",-2.94117647058824,-0.800000000000001
701,79,"1997-2",0,"stomatal conductance of seedling soybean",NA,2,"mmol H2O per meter square per second","LSD","mean",0,NA,NA,260.75,1,NA,NA,249.88,"ns","untreated_foliarI","untreated","untreated soybean","chlorphyrifos (Lorsban)","foliar application of chlorpyrifos (0.56 kg ai/ha, Lorsban) at V4 stage","Crop Yields","Crop Growth","Soybean (seedling development)","Organophosphate (Insecticide)","Foliar","Early Season Pest Management",-4.16874400767018,-10.87
703,79,"1997-2",0,"transpiration rates of seedling soybean",NA,2,"mmol H2O per centimeter square per second","LSD","mean",0,NA,NA,10.55,1,NA,NA,10.35,"ns","untreated_foliarI","untreated","untreated soybean","chlorphyrifos (Lorsban)","foliar application of chlorpyrifos (0.56 kg ai/ha, Lorsban) at V4 stage","Crop Yields","Crop Growth","Soybean (seedling development)","Organophosphate (Insecticide)","Foliar","Early Season Pest Management",-1.89573459715641,-0.200000000000001
705,78,"1991-1",6,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",10,23,NA,141,16,23,NA,145,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","chylorpyrifos","T-band organophosphate (chylorpyrifos 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",2.83687943262411,4
706,78,"1991-1",6,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",10,24,NA,151,16,24,NA,152,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","chylorpyrifos","T-band organophosphate (chylorpyrifos 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0.662251655629139,1
707,78,"1991-1",6,"maize grain yield",NA,1,"100 kg/ha","LSD","mean",10,25,NA,152,16,25,NA,159,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","chylorpyrifos","T-band organophosphate (chylorpyrifos 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Grain Production","Corn","Organophosphate (Insecticide)","Soil","Early Season Pest Management",4.60526315789474,7
708,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,20,23,0,16,20,23,0,"ns","untreated_furrowI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","chylorpyrifos","in-furrow organophosphate (chylorpyrifos 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
709,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,20,24,0,16,20,24,0,"ns","untreated_furrowI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","chylorpyrifos","in-furrow organophosphate (chylorpyrifos 15% ai granule applied at 0.11 g ai/m), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
710,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,20,25,2,16,20,25,2,"ns","untreated_furrowI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","chylorpyrifos","in-furrow organophosphate (chylorpyrifos 15% ai granule applied at 0.11 g ai/m), 35 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
711,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,21,23,0,16,21,23,0,"ns","untreated_bandI","untreated","untreated maize, 0 g/ha herbicide (Nicosulfuron)","chylorpyrifos","T-band organophosphate (chylorpyrifos 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
712,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,21,24,0,16,21,24,0,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","chylorpyrifos","T-band organophosphate (chylorpyrifos 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",0,0
713,78,"1991-1",6,"maize vigor reduction at 6 weeks (visual rating of 0 to 100, where 0 is no effect and 100 is total crop destruction)",NA,1,"%","LSD","mean",10,21,25,3,16,21,25,0,"ns","untreated_bandI","untreated","untreated maize, 35 g/ha herbicide (Nicosulfuron)","chylorpyrifos","T-band organophosphate (chylorpyrifos 15% ai granule applied at 0.11 g ai/m), 0 g/ha herbicide (Nicosulfuron)","Crop Yields","Crop Growth","Corn (reduction in vigor)","Organophosphate (Insecticide)","Soil","Early Season Pest Management",-100,-3
720,85,"2006-2",1,"lodged maize plants",NA,1,"%","LSD","mean",0,2,NA,0,1,2,NA,0,"ns","untreated_seedI","untreated","untreated maize planted in early June","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in early June","Crop Yields","Crop Damage","Corn (# lodged)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",0,0
721,85,"2006-2",2,"lodged maize plants",NA,2,"%","LSD","mean",0,3,NA,0,1,3,NA,0,"ns","untreated_seedI","untreated","untreated maize planted in early June","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in early June","Crop Yields","Crop Damage","Corn (# lodged)","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",0,0
722,85,"2006-2",2,"maize yield",NA,1,"ton/ha","LSD","mean",0,2,NA,12.1,1,2,NA,10.6,"ns","untreated_seedI","untreated","untreated maize planted in early June","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in early June","Crop Yields","Grain Production","Corn","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",-12.396694214876,-1.5
723,85,"2006-2",1,"maize yield",NA,1,"ton/ha","LSD","mean",0,2,NA,8.1,1,2,NA,8.4,"ns","untreated_seedI","untreated","untreated maize planted in early June","clothianidin","clothianidin (1.25 mg ai per seed) seed treatment on maize planted in early June","Crop Yields","Grain Production","Corn","Neonicotinoid (Insecticide)","Seed","Early Season Pest Management",3.70370370370371,0.300000000000001
